trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
ordered_unique_intersection__v1__python_canonical,ordered_unique_intersection__v1,ordered_unique_intersection,ordered_intersection,1,python_canonical,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result",False,36,48,47,True,0.3644962090245904,0.05018562451004982,0.43203089035059167,0.05030336230993271,0.7383679645761192,0.8840359433534297,0.9913516044616699,0.990131786529054,0.4993304010230473,1.0,0.7872340425531915,0.5106382978723404,1.0,0.0,0.0
gcd_list__v1__pseudocode,gcd_list__v1,gcd_list,gcd_family,1,pseudocode,"Given a non-empty list of nonnegative integers, compute the greatest common divisor of all values.","PROCEDURE gcd_list(values)
current <- values[0]
FOR value IN values[1:]
    a <- current
    b <- value
    WHILE b != 0
        (a, b) <- (b, (a % b))
    current <- a
RETURN current",False,31,71,70,True,0.5576527180281379,0.231303408741951,0.6359345140373599,0.2569788098335266,0.5165561508653054,0.8173820491347994,0.9515606760978699,0.9908513733318873,0.9145509857320689,1.0,0.5714285714285714,0.2857142857142857,1.0,0.0,0.0
linear_first_index__v2__nl_exp7_anchor,linear_first_index__v2,linear_first_index,linear_search,2,nl_exp7_anchor,"Given a list and a target, return the index of the first target occurrence or minus one if absent.",Inspect the list from left to right while tracking the index. Output the index at the first value equal to the target. Output minus one if no match is found.,False,31,34,33,True,1.2635846924826954,1.4670295715332031,1.5499893800553046,1.7360808849334717,,0.5924715201059977,0.5439814925193787,0.9601775317481069,1.8080422703712953,1.0,0.18181818181818182,0.030303030303030304,,,
filter_nonnegative__v3__pseudocode,filter_nonnegative__v3,filter_nonnegative,sign_filter,3,pseudocode,"Given a list of numbers, create a new list containing only values greater than or equal to zero.","PROCEDURE filter_nonnegative(x)
element <- []
FOR entry IN x
    IF entry >= 0
        element.append(entry)
RETURN element",False,30,42,41,True,0.634137347349102,0.3283539414405823,0.7240614939236831,0.33984220027923584,0.6893121296932265,0.7904258922832769,0.923561692237854,0.9886717432882728,1.4583065620971887,1.0,0.5609756097560976,0.2682926829268293,1.0,0.0,0.0
chunks_fixed_size__v2__nl_exp7_anchor,chunks_fixed_size__v2,chunks_fixed_size,chunking,2,nl_exp7_anchor,"Given a list and a positive chunk size, split the list into consecutive chunks of at most that size.","Build an empty result list. Move a starting index through the input in steps equal to the chunk size. At each step, add the corresponding slice. Output the result.",False,32,34,33,True,1.0616535684376052,0.8832345008850098,1.321955627564228,1.0107957124710083,,0.6826081998420485,0.7618043422698975,0.9636772762645375,2.2076844604065022,1.0,0.21212121212121213,0.0,,,
matrix_column_sums__v3__controlled_nl,matrix_column_sums__v3,matrix_column_sums,matrix_aggregate,3,controlled_nl,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","PROCEDURE matrix_column_sums INPUT entry:
SET x TO [].
FOR EACH element IN range(len(entry[0])):
    SET n_count TO 0.
    FOR EACH result IN entry:
        UPDATE n_count USING + result[element].
    EXECUTE x.append(n_count).
RETURN x",False,31,87,86,True,0.7435133323407743,0.5046038031578064,0.9218294146730629,0.5843947231769562,0.8239173027312583,0.76508100486772,0.8898784220218658,0.9751705367897832,1.6433425097347936,1.0,0.47674418604651164,0.2558139534883721,1.0,0.0,0.0
selection_sort_descending__v3__controlled_nl,selection_sort_descending__v3,selection_sort_descending,selection_sort,3,controlled_nl,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","PROCEDURE selection_sort_descending INPUT n_count:
SET result TO n_count[:].
FOR EACH x IN range(len(result)):
    SET element TO x.
    FOR EACH entry IN range((x + 1), len(result)):
        IF result[entry] > result[element]:
            SET element TO entry.
    SET (result[x], result[element]) TO (result[element], result[x]).
RETURN result",False,31,110,109,True,0.5018227539830141,0.10883666574954987,0.6018650541589339,0.13881419599056244,0.5978406379322777,0.8380582011347517,0.9811729788780212,0.9862370332446667,1.2353921375404862,1.0,0.6055045871559633,0.41284403669724773,1.0,0.0,0.0
digit_product__v3__python_opaque,digit_product__v3,digit_product,digit_aggregate,3,python_opaque,"Given a positive integer, compute the product of its decimal digits.","def zav0(mip0):
    tuk0 = 1
    while mip0 > 0:
        tuk0 *= mip0 % 10
        mip0 //= 10
    return tuk0",False,23,57,56,True,0.5261004508841357,0.10603506118059158,0.7572192029443678,0.10969870910048485,0.6748128497728431,0.8414307204740388,0.9813013672828674,0.9627550691366196,1.391737643742098,1.0,0.7142857142857143,0.44642857142857145,1.0,0.0,0.0
product_one_to_n__v2__pseudocode,product_one_to_n__v2,product_one_to_n,factorial_product,2,pseudocode,"Given a positive integer n, compute the product of all integers from one through n.","PROCEDURE product_one_to_n(item)
value <- 1
FOR current IN range(1, (item + 1))
    value <- value * current
RETURN value",False,27,45,44,True,0.5405962374034888,0.32421351969242096,0.609392740962159,0.3444169908761978,0.48616301399444983,0.8294620195573027,0.9304896891117096,0.9924902726303447,1.4697118314325053,1.0,0.5454545454545454,0.29545454545454547,1.0,0.0,0.0
bubble_sort_ascending__v3__procedural_prose,bubble_sort_ascending__v3,bubble_sort_ascending,bubble_sort,3,procedural_prose,"Given a list of numbers, sort it in ascending order using bubble sort and return the sorted copy.","Define a procedure named bubble_sort_ascending that receives result.
Set x to result[:].
For each element in range((len(x) - 1), 0, -1), do the following.
    For each entry in range(element), do the following.
        If x[entry] is greater than x[(entry + 1)], do the following.
            Set (x[entry], x[(entry + 1)]) to (x[(entry + 1)], x[entry]).
Return x.",False,32,118,117,True,0.555248536391671,0.25721263885498047,0.6292910229886247,0.27370354533195496,0.8176162979481609,0.8290459165970484,0.946124255657196,0.9905280435187185,1.1919298091531974,1.0,0.5811965811965812,0.3162393162393162,1.0,0.0,0.0
chunks_fixed_size__v3__procedural_prose,chunks_fixed_size__v3,chunks_fixed_size,chunking,3,procedural_prose,"Given a list and a positive chunk size, split the list into consecutive chunks of at most that size.","Define a procedure named chunks_fixed_size that receives result and entry.
Set element to [].
For each x in range(0, len(result), entry), do the following.
    Append result[x:(x + entry)] to element.
Return element.",False,32,60,59,True,0.9583979000542628,0.9156432747840881,1.1523647465885192,1.0153366327285767,1.0205656999292283,0.6936421401925006,0.6914304494857788,0.9744311439788947,2.0815110419545384,1.0,0.3389830508474576,0.1016949152542373,1.0,0.0,0.0
count_vowels__v2__controlled_nl,count_vowels__v2,count_vowels,char_count,2,controlled_nl,"Given a lowercase string, count how many characters are vowels.","PROCEDURE count_vowels INPUT current:
SET value TO 0.
FOR EACH item IN current:
    IF item IN 'aeiou':
        UPDATE value USING + 1.
RETURN value",False,25,54,53,True,0.4958772985926359,0.1960332989692688,0.5579964712028499,0.2461666613817215,0.46838241215269333,0.8444786341685169,0.9660208225250244,0.9933195024166467,1.7234711080271772,1.0,0.5849056603773585,0.32075471698113206,1.0,0.0,0.0
minmax_normalize__v3__controlled_nl,minmax_normalize__v3,minmax_normalize,bounded_numeric_transform,3,controlled_nl,"Given a non-empty list of numbers with distinct minimum and maximum values, scale each value into the interval from zero to one using min-max normalization.","PROCEDURE minmax_normalize INPUT n_count:
SET entry TO min(n_count).
SET element TO max(n_count).
SET x TO [].
FOR EACH result IN n_count:
    EXECUTE x.append(((result - entry) / (element - entry))).
RETURN x",False,42,78,77,True,0.7619268572348769,0.5372872352600098,0.9628883639787846,0.6501215696334839,0.921821494837886,0.7500971217047084,0.8728739023208618,0.9711173826997931,1.8121589642249611,1.0,0.45454545454545453,0.24675324675324675,1.0,0.0,0.0
count_below__v1__controlled_nl,count_below__v1,count_below,threshold_count,1,controlled_nl,"Given a list of numbers and a threshold, count the values less than the threshold.","PROCEDURE count_below INPUT values, threshold:
SET count TO 0.
FOR EACH value IN values:
    IF value < threshold:
        UPDATE count USING + 1.
RETURN count",False,27,51,50,True,0.5215153671026929,0.2641572505235672,0.5880855745624285,0.36384284496307373,0.43943376587375826,0.8304885676503182,0.949417382478714,0.992037650346756,1.454356954870018,1.0,0.54,0.32,1.0,0.0,0.0
matrix_row_sums__v3__procedural_prose,matrix_row_sums__v3,matrix_row_sums,matrix_aggregate,3,procedural_prose,"Given a matrix of numbers, return a list containing the sum of each row.","Define a procedure named matrix_row_sums that receives element.
Set entry to [].
For each x in element, do the following.
    Set result to 0.
    For each n_count in x, do the following.
        Increase result by n_count.
    Append result to entry.
Return entry.",False,26,76,75,True,0.664648513974001,0.31655269861221313,0.7698375295288861,0.37451767921447754,0.7503132392435167,0.7973513104518255,0.9191702008247375,0.986146891117096,1.4227053272475798,1.0,0.5333333333333333,0.25333333333333335,1.0,0.0,0.0
digit_sum__v3__procedural_prose,digit_sum__v3,digit_sum,digit_aggregate,3,procedural_prose,"Given a nonnegative integer, compute the sum of its decimal digits.","Define a procedure named digit_sum that receives element.
Set entry to 0.
While element is greater than 0, do the following.
    Increase entry by (element % 10).
    Update element to element // 10.
Return entry.",False,24,62,61,True,0.7047052384308192,0.4029439091682434,0.8105517078464964,0.42560845613479614,0.717025209539898,0.7760568222061532,0.9037259817123413,0.9847086628929513,1.2617153868869875,1.0,0.5081967213114754,0.2786885245901639,1.0,0.0,0.0
contains_zero__v3__procedural_prose,contains_zero__v3,contains_zero,membership_test,3,procedural_prose,"Given a list of numbers, determine whether zero occurs in the list.","Define a procedure named contains_zero that receives entry.
For each element in entry, do the following.
    If element equals 0, do the following.
        Return true.
Return false.",False,24,44,43,True,0.776112474517377,0.7325047254562378,0.8968314549636616,0.7821069955825806,0.758269341717962,0.752805890038956,0.8178940415382385,0.9842850579771885,1.4420433547053362,1.0,0.3488372093023256,0.16279069767441862,1.0,0.0,0.0
scan_max__v2__nl_exp7_anchor,scan_max__v2,scan_max,scan_extremum,2,nl_exp7_anchor,"Given a non-empty list of numbers, find the largest value by scanning the list once.","Take the first value as the current maximum. Inspect each remaining value. If a value is larger than the current maximum, replace the current maximum with it. Output the current maximum after the scan.",False,30,40,39,True,1.0148664258707027,1.0273990631103516,1.0949113708084974,1.0575239658355713,,0.6504345478919836,0.6671517491340637,0.9901065826416016,1.0880689651776965,1.0,0.23076923076923078,0.07692307692307693,,,
group_by_first_character__v2__procedural_prose,group_by_first_character__v2,group_by_first_character,grouping,2,procedural_prose,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Define a procedure named group_by_first_character that receives output.
Set item to {}.
For each current in output, do the following.
    Set value to current[0].
    If value is not in item, do the following.
        Set item[value] to [].
    Append current to item[value].
Return item.",False,37,78,77,True,0.759649060896368,0.6262544393539429,0.8922393333118457,0.6426326632499695,0.9186325139040951,0.7592383642475327,0.8603839874267578,0.9830834981683013,1.4795258230788257,1.0,0.42857142857142855,0.18181818181818182,1.0,0.0,0.0
count_character__v3__nl_exp7_anchor,count_character__v3,count_character,char_count,3,nl_exp7_anchor,"Given a string and a character, count how many times that character appears.","Initialize a counter at zero. Process each character in the string. For any case in which it equals the target character, increase the counter by one. Produce the counter.",False,25,36,35,True,0.7310381257640464,0.603704571723938,0.7947217392602137,0.6428411602973938,,0.7721209917749677,0.8515356183052063,0.992821409021105,1.7601536922422902,1.0,0.3142857142857143,0.05714285714285714,,,
absolute_values__v2__nl_exp7_anchor,absolute_values__v2,absolute_values,element_transform,2,nl_exp7_anchor,"Given a list of numbers, create a list containing the absolute value of each element.","Build an empty result list. Inspect each input number, compute its absolute value, and add that value to the result. Output the result.",False,27,29,28,True,0.8752696993760765,0.7784967720508575,0.9849652715825609,0.8263311982154846,,0.7188992399190154,0.7896774709224701,0.9847846989120755,1.868081310901159,1.0,0.32142857142857145,0.07142857142857142,,,
linear_first_index__v2__python_opaque,linear_first_index__v2,linear_first_index,linear_search,2,python_opaque,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","def zav0(mip0, tuk0):
    for qel0, vor0 in enumerate(mip0):
        if vor0 == tuk0:
            return qel0
    return -1",False,31,50,49,True,0.7107138904714386,0.0977403074502945,1.0975624919068354,0.1413653939962387,0.6272690522812561,0.7818133897927343,0.9817872047424316,0.9367109792573112,2.0194589956546243,1.0,0.6326530612244898,0.42857142857142855,1.0,0.0,0.0
scan_min__v1__python_canonical,scan_min__v1,scan_min,scan_extremum,1,python_canonical,"Given a non-empty list of numbers, find the smallest value by scanning the list once.","def scan_min(values):
    best = values[0]
    for value in values[1:]:
        if value < best:
            best = value
    return best",False,30,41,40,True,0.3269437705283053,0.06807312741875648,0.35228635707462674,0.0730331651866436,0.42611923792218376,0.891285590082407,0.9899665415287018,0.9973084673285484,0.6500889559465577,1.0,0.75,0.5,1.0,0.0,0.0
matrix_contains__v3__controlled_nl,matrix_contains__v3,matrix_contains,matrix_search,3,controlled_nl,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.","PROCEDURE matrix_contains INPUT element, x:
FOR EACH entry IN element:
    FOR EACH result IN entry:
        IF result = x:
            RETURN TRUE
RETURN FALSE",False,28,49,48,True,0.6247187659791962,0.4625410735607147,0.7579469426806705,0.5635793507099152,0.5699040819730649,0.8069949032117923,0.8975221514701843,0.9830983815093836,1.8363809541703329,1.0,0.5,0.2708333333333333,1.0,0.0,0.0
least_frequent__v2__procedural_prose,least_frequent__v2,least_frequent,mode_selection,2,procedural_prose,"Given a non-empty list, return a value with the lowest occurrence count, choosing the first such value on ties.","Define a procedure named least_frequent that receives output.
Set value to {}.
For each current in output, do the following.
    Set value[current] to (value.get(current, 0) + 1).
Set item to output[0].
For each current in output, do the following.
    If value[current] is less than value[item], do the following.
        Set item to current.
Return item.",False,35,100,99,True,0.6847148153050732,0.37546637654304504,0.8683267303466423,0.41144126653671265,0.8312972884641202,0.7911944190661112,0.9178884625434875,0.9744668109248383,1.2723768066408971,1.0,0.5454545454545454,0.25252525252525254,1.0,0.0,0.0
moving_average_three__v3__procedural_prose,moving_average_three__v3,moving_average_three,sliding_window,3,procedural_prose,"Given a list of numbers, return the average of every consecutive window of three values.","Define a procedure named moving_average_three that receives result.
Set x to [].
For each entry in range((len(result) - 2)), do the following.
    Set element to (((result[entry] + result[(entry + 1)]) + result[(entry + 2)]) / 3).
    Append element to x.
Return x.",False,27,84,83,True,0.7333542361339352,0.4995751976966858,0.8431710707955062,0.5256204605102539,0.9072774295316482,0.761996326137738,0.8802410960197449,0.9849533668483597,1.5172858908393767,1.0,0.46987951807228917,0.24096385542168675,1.0,0.0,0.0
contains_zero__v1__python_opaque,contains_zero__v1,contains_zero,membership_test,1,python_opaque,"Given a list of numbers, determine whether zero occurs in the list.","def zav0(mip0):
    for tuk0 in mip0:
        if tuk0 == 0:
            return True
    return False",False,24,38,37,True,0.6695214812926998,0.19560667872428894,0.9407765705081811,0.20372456312179565,0.6672313647540674,0.7833879058425491,0.9670795202255249,0.9603312740454802,1.8417054501848258,1.0,0.6486486486486487,0.35135135135135137,1.0,0.0,0.0
flatten_lists__v3__procedural_prose,flatten_lists__v3,flatten_lists,flatten_one_level,3,procedural_prose,"Given a list of lists, flatten exactly one level into a single list.","Define a procedure named flatten_lists that receives entry.
Set x to [].
For each element in entry, do the following.
    For each result in element, do the following.
        Append result to x.
Return x.",False,26,53,52,True,0.7047942608881456,0.5179673433303833,0.8281009824265941,0.568369060754776,0.7982932954819666,0.787699224284062,0.8879098892211914,0.9844499757656684,1.5308104015667385,1.0,0.4807692307692308,0.11538461538461539,1.0,0.0,0.0
flatten_lists__v2__python_canonical,flatten_lists__v2,flatten_lists,flatten_one_level,2,python_canonical,"Given a list of lists, flatten exactly one level into a single list.","def flatten_lists(value):
    current = []
    for item in value:
        for output in item:
            current.append(output)
    return current",False,26,39,38,True,0.43747249322845355,0.18075675517320633,0.49329682217763837,0.1864371970295906,0.7941885906038806,0.860146013921813,0.9648937582969666,0.9933454660992873,1.1802112958899478,1.0,0.7631578947368421,0.4473684210526316,1.0,0.0,0.0
frequency_map_chars__v3__nl_exp7_anchor,frequency_map_chars__v3,frequency_map_chars,frequency_map,3,nl_exp7_anchor,"Given a string, build a dictionary mapping each character to its occurrence count.","Initialize with an empty dictionary. Process each character. If it is already a key, increase its count; otherwise create the key with count one. Produce the dictionary.",False,25,35,34,True,0.9205338169327554,0.9421547651290894,1.0938836884520509,1.0157290697097778,,0.7060694023966789,0.7214775681495667,0.9769095953773049,1.952782906660372,1.0,0.23529411764705882,0.058823529411764705,,,
ordered_intersection__v2__procedural_prose,ordered_intersection__v2,ordered_intersection,ordered_intersection,2,procedural_prose,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","Define a procedure named ordered_intersection that receives item and current.
Set value to [].
For each output in item, do the following.
    If output is in current, do the following.
        Append output to value.
Return value.",False,38,55,54,True,0.756575377451049,0.669011652469635,0.931616668537673,0.7983427345752716,0.8275011366220295,0.766126672702807,0.8564666211605072,0.976308509155556,1.851967815497321,1.0,0.4444444444444444,0.16666666666666666,1.0,0.0,0.0
product_one_to_n__v2__python_canonical,product_one_to_n__v2,product_one_to_n,factorial_product,2,python_canonical,"Given a positive integer n, compute the product of all integers from one through n.","def product_one_to_n(item):
    value = 1
    for current in range(1, item + 1):
        value *= current
    return value",False,27,41,40,True,0.34763447746518067,0.10346876829862595,0.38653390957042577,0.11686009541153908,0.47189309404231605,0.8891788229346276,0.9832194447517395,0.9955162137746811,0.9542646880850952,1.0,0.775,0.4,1.0,0.0,0.0
sum_negative__v2__procedural_prose,sum_negative__v2,sum_negative,sign_sum,2,procedural_prose,"Given a list of numbers, sum only the negative values.","Define a procedure named sum_negative that receives current.
Set item to 0.
For each value in current, do the following.
    If value is less than 0, do the following.
        Increase item by value.
Return item.",False,22,57,56,True,0.7315248573265437,0.6177613735198975,0.845311048523789,0.6524263620376587,0.8443001681697313,0.7685209371681724,0.8519983291625977,0.9854999344263758,1.33911796130373,1.0,0.4107142857142857,0.125,1.0,0.0,0.0
digit_product__v3__procedural_prose,digit_product__v3,digit_product,digit_aggregate,3,procedural_prose,"Given a positive integer, compute the product of its decimal digits.","Define a procedure named digit_product that receives element.
Set entry to 1.
While element is greater than 0, do the following.
    Multiply entry by (element % 10).
    Update element to element // 10.
Return entry.",False,23,62,61,True,0.7047779751863077,0.4216300845146179,0.8073494138993365,0.49344873428344727,0.7031280745275783,0.7753770661647202,0.8890177011489868,0.9849531875282037,1.2680306132005186,1.0,0.4918032786885246,0.21311475409836064,1.0,0.0,0.0
ordered_unique_intersection__v2__controlled_nl,ordered_unique_intersection__v2,ordered_unique_intersection,ordered_intersection,2,controlled_nl,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection INPUT item, current:
SET value TO [].
FOR EACH output IN item:
    IF (output IN current AND output NOT IN value):
        EXECUTE value.append(output).
RETURN value",False,36,60,59,True,0.9686489480797209,0.9142084121704102,1.277096413295929,1.0319808721542358,1.0621672764660606,0.6934708446516828,0.7049801349639893,0.9534708251387386,2.1504794955618323,1.0,0.3559322033898305,0.1864406779661017,1.0,0.0,0.0
remove_digits__v3__python_opaque,remove_digits__v3,remove_digits,string_filter,3,python_opaque,"Given a string, return a new string with all decimal digits removed.","def zav0(mip0):
    tuk0 = """"
    for qel0 in mip0:
        if not qel0.isdigit():
            tuk0 += qel0
    return tuk0",False,24,53,52,True,0.6360928971631578,0.06807470321655273,0.9476353685204231,0.08990618586540222,0.8238206161110452,0.7981039841587727,0.9890998899936676,0.9481502232643274,1.6757167405850082,1.0,0.6730769230769231,0.4807692307692308,1.0,0.0,0.0
linear_first_index__v2__pseudocode,linear_first_index__v2,linear_first_index,linear_search,2,pseudocode,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","PROCEDURE linear_first_index(output, value)
FOR (item, current) IN enumerate(output)
    IF current = value
        RETURN item
RETURN -1",False,31,43,42,True,0.9459015033429578,0.8742672801017761,1.1520514734798954,0.9556424021720886,0.8871829343571638,0.6855857429050264,0.7153076827526093,0.9736850048814502,2.2113136580335864,1.0,0.3333333333333333,0.11904761904761904,1.0,0.0,0.0
moving_average_three__v2__nl_exp7_anchor,moving_average_three__v2,moving_average_three,sliding_window,2,nl_exp7_anchor,"Given a list of numbers, return the average of every consecutive window of three values.","Build an empty result list. For each starting index that leaves three values available, add those three values, divide by three, and add the average. Output the result.",False,27,34,33,True,1.310630797436743,1.2141072750091553,1.5303558960105434,1.3373174667358398,,0.5827526368878104,0.6361486315727234,0.9679302627390082,2.1281645738265733,2.0,0.09090909090909091,0.0,,,
adjacent_differences__v1__python_canonical,adjacent_differences__v1,adjacent_differences,adjacent_transform,1,python_canonical,"Given a list of numbers, create a list of differences between each value and its predecessor.","def adjacent_differences(values):
    result = []
    for index in range(1, len(values)):
        result.append(values[index] - values[index - 1])
    return result",False,30,49,48,True,0.2656762515897147,0.04625019431114197,0.2778615308255136,0.047036707401275635,0.6573116848959139,0.9062384366989136,0.9931305348873138,0.9987590002516905,0.3863586468403331,1.0,0.7708333333333334,0.5625,1.0,0.0,0.0
product_one_to_n__v1__procedural_prose,product_one_to_n__v1,product_one_to_n,factorial_product,1,procedural_prose,"Given a positive integer n, compute the product of all integers from one through n.","Define a procedure named product_one_to_n that receives n.
Set product to 1.
For each value in range(1, (n + 1)), do the following.
    Multiply product by value.
Return product.",False,27,55,54,True,0.686878828084715,0.6051434576511383,0.7440458694044436,0.6336091160774231,0.7112874232677506,0.7810786567904331,0.8513491749763489,0.9925901691118876,1.2658501580806134,1.0,0.46296296296296297,0.24074074074074073,1.0,0.0,0.0
matrix_find_position__v1__pseudocode,matrix_find_position__v1,matrix_find_position,matrix_search,1,pseudocode,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","PROCEDURE matrix_find_position(matrix, target)
FOR row IN range(len(matrix))
    FOR col IN range(len(matrix[row]))
        IF matrix[row][col] = target
            RETURN (row, col)
RETURN (-1, -1)",False,41,67,66,True,0.45085186249961035,0.06155740097165108,0.5123255727270258,0.0797390267252922,0.478291921694726,0.8450497126940525,0.9899381399154663,0.9926814319509448,0.508505366300624,1.0,0.6515151515151515,0.5,1.0,0.0,0.0
is_strictly_increasing__v3__procedural_prose,is_strictly_increasing__v3,is_strictly_increasing,monotonicity,3,procedural_prose,"Given a list of numbers, determine whether it is strictly increasing.","Define a procedure named is_strictly_increasing that receives entry.
For each element in range(1, len(entry)), do the following.
    If entry[(element - 1)] is at least entry[element], do the following.
        Return false.
Return true.",False,23,65,64,True,0.5880770255944299,0.3809657245874405,0.662606264745591,0.41815318167209625,0.57351284894298,0.8221676568500698,0.9113184213638306,0.9903748063370585,1.5884691496766834,1.0,0.53125,0.203125,1.0,0.0,0.0
digit_product__v1__procedural_prose,digit_product__v1,digit_product,digit_aggregate,1,procedural_prose,"Given a positive integer, compute the product of its decimal digits.","Define a procedure named digit_product that receives number.
Set product to 1.
While number is greater than 0, do the following.
    Multiply product by (number % 10).
    Update number to number // 10.
Return product.",False,23,62,61,True,0.6091538454936393,0.4375189244747162,0.6847579988559312,0.4574669599533081,0.6284897567382595,0.8196066373684368,0.9049502015113831,0.989366638855856,0.9890026792205338,1.0,0.5081967213114754,0.2459016393442623,1.0,0.0,0.0
count_even__v3__python_opaque,count_even__v3,count_even,parity_count,3,python_opaque,"Given a list of integers, count how many values are even.","def zav0(mip0):
    tuk0 = 0
    for qel0 in mip0:
        if qel0 % 2 == 0:
            tuk0 += 1
    return tuk0",False,23,55,54,True,0.6054569990708303,0.09752947837114334,0.8983513068028346,0.12966874986886978,0.7560521614169475,0.8152992728131788,0.9836384952068329,0.9495100169270126,1.547076302991829,1.0,0.7592592592592593,0.42592592592592593,1.0,0.0,0.0
minmax_normalize__v1__procedural_prose,minmax_normalize__v1,minmax_normalize,bounded_numeric_transform,1,procedural_prose,"Given a non-empty list of numbers with distinct minimum and maximum values, scale each value into the interval from zero to one using min-max normalization.","Define a procedure named minmax_normalize that receives values.
Set low to min(values).
Set high to max(values).
Set result to [].
For each value in values, do the following.
    Append ((value - low) / (high - low)) to result.
Return result.",False,42,68,67,True,0.650346352037654,0.3148879110813141,0.753523450966841,0.37225234508514404,0.6946704913458304,0.8038647350535464,0.9383985996246338,0.9867803605634775,1.1064356966007156,1.0,0.5522388059701493,0.29850746268656714,1.0,0.0,0.0
count_digits__v3__procedural_prose,count_digits__v3,count_digits,digit_count,3,procedural_prose,"Given a positive integer, count its decimal digits.","Define a procedure named count_digits that receives entry.
Set element to 0.
While entry is greater than 0, do the following.
    Update entry to entry // 10.
    Increase element by 1.
Return element.",False,20,59,58,True,0.6809538080415223,0.5271506905555725,0.782998831200028,0.5641561448574066,0.7067963625152415,0.7884171579418511,0.881773442029953,0.9864832060090427,1.280551565983246,1.0,0.4482758620689655,0.20689655172413793,1.0,0.0,0.0
digit_product__v3__pseudocode,digit_product__v3,digit_product,digit_aggregate,3,pseudocode,"Given a positive integer, compute the product of its decimal digits.","PROCEDURE digit_product(element)
entry <- 1
WHILE element > 0
    entry <- entry * (element % 10)
    element <- element // 10
RETURN entry",False,23,50,49,True,0.6430856178261708,0.45769134163856506,0.7734290483470487,0.5060442686080933,0.5634158344231865,0.7867856941052845,0.8914279341697693,0.9816587482179914,1.216931349808619,1.0,0.4897959183673469,0.32653061224489793,1.0,0.0,0.0
lcm_two__v1__controlled_nl,lcm_two__v1,lcm_two,lcm_family,1,controlled_nl,"Given two positive integers, compute their least common multiple using their greatest common divisor.","PROCEDURE lcm_two INPUT a, b:
SET x TO a.
SET y TO b.
WHILE y != 0:
    SET (x, y) TO (y, (x % y)).
RETURN ((a // x) * b)",False,27,64,63,True,0.6813997817407653,0.3343872129917145,0.8003068713491274,0.4397776126861572,0.7584934733486917,0.7838305620447038,0.9203853607177734,0.984455008355398,1.5531074576698114,1.0,0.5238095238095238,0.2857142857142857,1.0,0.0,0.0
matrix_find_position__v2__python_opaque,matrix_find_position__v2,matrix_find_position,matrix_search,2,python_opaque,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","def zav0(mip0, tuk0):
    for qel0 in range(len(mip0)):
        for vor0 in range(len(mip0[qel0])):
            if mip0[qel0][vor0] == tuk0:
                return qel0, vor0
    return -1, -1",False,41,83,82,True,0.39887764535369735,0.03539148345589638,0.5888988314068506,0.03672649897634983,0.48193914487537365,0.8818644156179777,0.9953775703907013,0.9703132226699736,1.1476764814961857,1.0,0.7682926829268293,0.573170731707317,1.0,0.0,0.0
filter_negative__v2__pseudocode,filter_negative__v2,filter_negative,sign_filter,2,pseudocode,"Given a list of numbers, create a new list containing only negative values.","PROCEDURE filter_negative(current)
item <- []
FOR value IN current
    IF value < 0
        item.append(value)
RETURN item",False,25,39,38,True,0.5693294836275623,0.29826702177524567,0.649550542748521,0.33135414123535156,0.7079838515556831,0.8161237028084303,0.934206485748291,0.9903739675095207,1.532066423605341,1.0,0.6052631578947368,0.2631578947368421,1.0,0.0,0.0
absolute_values__v3__procedural_prose,absolute_values__v3,absolute_values,element_transform,3,procedural_prose,"Given a list of numbers, create a list containing the absolute value of each element.","Define a procedure named absolute_values that receives x.
Set element to [].
For each entry in x, do the following.
    Append abs(entry) to element.
Return element.",False,27,43,42,True,0.8608609157215271,0.6940944492816925,0.9689596437272572,0.7622773051261902,0.907496258508828,0.7314714775198982,0.8389417827129364,0.9854944745699564,1.755103963610184,1.0,0.42857142857142855,0.09523809523809523,1.0,0.0,0.0
