trajectory_id,task_id,family,representation,variant,task_text,reference_solution,alignment_method,boundary_crossed,reference_start_token_index,base_token_count_metadata,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,std_entropy_top20,cumulative_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,std_entropy_valid_vocab,cumulative_entropy_valid_vocab,mean_p1,median_p1,mean_top20_mass,fraction_p1_ge_090,fraction_p1_ge_099,longest_run_p1_ge_090,longest_run_p1_ge_099,mean_abs_entropy_change_top20,mean_abs_entropy_change_valid_vocab,reference_in_top20_fraction,mean_reference_surprisal
count_vowels__python__v1,count_vowels,char_count,python,1,"Given a lowercase string, count how many characters are vowels.","def count_vowels(text):
    count = 0
    for char in text:
        if char in ""aeiou"":
            count += 1
    return count",fast_offsets,False,25,25,42,41,True,0.3560741260199149,0.08008516579866409,0.5042734526221047,14.59903916681651,0.38491025174507965,0.08351536095142365,0.5556847975036525,15.781320321548264,0.8877284635857838,0.9885204434394836,0.9969649562021581,0.7317073170731707,0.4878048780487805,10,3,0.39545986605226063,0.42833249221148434,1.0,0.335729930041519
selection_sort_descending__python__v1,selection_sort_descending,selection_sort,python,1,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","def selection_sort_descending(values):
    result = values[:]
    for index in range(len(result)):
        best = index
        for candidate in range(index + 1, len(result)):
            if result[candidate] > result[best]:
                best = candidate
        result[index], result[best] = result[best], result[index]
    return result",fast_offsets,False,31,31,91,90,True,0.27007808829205004,0.027084186673164368,0.4512400756358461,24.307027946284506,0.2933992316503362,0.027216557413339615,0.5164674866174095,26.40593084853026,0.9173287017477884,0.9961988627910614,0.997007202439838,0.7444444444444445,0.5666666666666667,28,15,0.3032312943231252,0.33796638131908174,0.9888888888888889,0.39825674902521213
flatten_pairs__nl__v3,flatten_pairs,flatten_one_level,nl,3,"Given a list of two-element pairs, flatten the pairs into one list in pair order.",Initialize an empty result list. Process each pair in order and append its first value followed by its second value. Produce the result.,fast_offsets,False,30,30,27,26,True,0.8806967629263034,0.8085151612758636,0.5162853398075655,22.89811583608389,0.9595373934851243,0.8721533715724945,0.5708405415124155,24.94797223061323,0.737698481633113,0.7893872857093811,0.9913206856984359,0.23076923076923078,0.038461538461538464,2,1,0.5970835191011429,0.6534959083795547,0.9230769230769231,1.8321372690037465
count_below__python__v3,count_below,threshold_count,python,3,"Given a list of numbers and a threshold, count the values less than the threshold.","def count_below(result, entry):
    element = 0
    for x in result:
        if x < entry:
            element += 1
    return element",fast_offsets,False,27,27,40,39,True,0.6190122905715655,0.41152718663215637,0.6298828580743446,24.141479332291055,0.7363987552548329,0.42832139134407043,0.8277841183892342,28.719551454938482,0.8209576847461554,0.9175310134887695,0.984427578938313,0.5128205128205128,0.23076923076923078,9,2,0.5868432468728555,0.7467353897028308,0.9230769230769231,1.2513665554525244
selection_sort_descending__nl__v2,selection_sort_descending,selection_sort,nl,2,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","Copy the list. For each position, find the largest value in the remaining suffix and swap it into the current position. Output the copy.",fast_offsets,False,31,31,28,27,True,1.139338434846313,1.3396351337432861,0.557397755419697,30.76213774085045,1.269567884504795,1.4218100309371948,0.6381389918346564,34.27833288162947,0.6437310344643064,0.629730224609375,0.9830532449263113,0.2222222222222222,0.0,2,0,0.6685745395146884,0.7808581802707452,0.9259259259259259,1.8586823052416246
remove_digits__python__v1,remove_digits,string_filter,python,1,"Given a string, return a new string with all decimal digits removed.","def remove_digits(text):
    result = """"
    for char in text:
        if not char.isdigit():
            result += char
    return result",fast_offsets,False,25,25,39,38,True,0.3496111747762801,0.06861936673521996,0.523003239216239,13.285224641498644,0.4083248082269596,0.07355642877519131,0.6461985684280079,15.516342712624464,0.8984694018175727,0.989891767501831,0.9929030161154898,0.7368421052631579,0.5,15,5,0.41964846352002005,0.47754665521741213,1.0,0.3232150336089513
keep_letters__nl__v3,keep_letters,string_filter,nl,3,"Given a string, return a new string containing only alphabetic characters.","Initialize with an empty result string. Process each character. If it is alphabetic, append it to the result. Produce the result.",fast_offsets,False,26,26,30,29,True,0.8746210687777733,0.8807649612426758,0.5607498768663002,25.36401099455543,0.9685737517188656,0.9779455661773682,0.6272126226996299,28.088638799847104,0.6944094038215177,0.7624322772026062,0.989462766154059,0.27586206896551724,0.10344827586206896,3,2,0.6148804915636512,0.6792525123122947,0.896551724137931,1.5402003337846415
list_palindrome__nl__v2,list_palindrome,palindrome_test,nl,2,"Given a list, determine whether its values read the same forward and backward.",Set one index at the beginning and another at the end. Compare the two values and move both indices inward. Output false on a mismatch; output true if all mirrored pairs match.,fast_offsets,False,25,25,41,40,True,1.3071949869976378,1.4225264191627502,0.7030196007339932,52.287799479905516,1.535448089032434,1.6106206774711609,0.8896609912002333,61.41792356129736,0.5732364609837532,0.5491659939289093,0.9681314527988434,0.15,0.1,2,2,0.6809418437142785,0.8404063936322927,0.925,1.961491160771402
list_divisors__nl__v1,list_divisors,divisors,nl,1,"Given a positive integer n, return all positive divisors of n in increasing order.","Create an empty result list. Examine every integer from one through n. If n is divisible by the current integer, append it. Return the result.",fast_offsets,False,27,27,32,31,True,1.1336308837898317,1.0797388553619385,0.5934408371737813,35.14255739748478,1.292390832016545,1.187727451324463,0.7249920882523488,40.064115792512894,0.6399992492891127,0.6298930644989014,0.9786372819254475,0.16129032258064516,0.0,2,0,0.6762600352366765,0.8313201040029525,0.967741935483871,1.8837883349267706
rotate_left_one__python__v3,rotate_left_one,rotation,python,3,"Given a non-empty list, rotate it left by one position.","def rotate_left_one(x):
    element = []
    for entry in x[1:]:
        element.append(entry)
    element.append(x[0])
    return element",fast_offsets,False,25,25,47,46,True,0.4189404893271706,0.14703432470560074,0.5622365453665493,19.271262509049848,0.48202182986753306,0.1528434231877327,0.6891787911219868,22.17300417390652,0.8814085119444391,0.9713765978813171,0.9919296321661576,0.6739130434782609,0.2826086956521739,17,6,0.42221912279104196,0.5119204463126759,0.9565217391304348,0.8932428688444223
reverse_list__nl__v3,reverse_list,reverse_sequence,nl,3,"Given a list, create a new list containing the same values in reverse order.",Initialize an empty result list. Process the input from the last position to the first and append each value to the result. Produce the result.,fast_offsets,False,26,26,29,28,True,0.9325882989381041,1.058185338973999,0.5905076467236072,26.112472370266914,1.0070927334683282,1.155587911605835,0.6467029612244128,28.19859653711319,0.6916005717856544,0.6750933825969696,0.9912346473761967,0.32142857142857145,0.03571428571428571,3,1,0.6302572389443716,0.6905516650941637,0.9285714285714286,1.8136353712096545
reverse_list__nl__v1,reverse_list,reverse_sequence,nl,1,"Given a list, create a new list containing the same values in reverse order.",Create an empty result list. Examine the input from the last position to the first and append each value to the result. Return the result.,fast_offsets,False,26,26,29,28,True,0.9357198543314423,0.83435919880867,0.5752218577827773,26.200155921280384,1.0140370380665575,0.8712284564971924,0.64076204683536,28.39303706586361,0.6802957749792508,0.6754720211029053,0.990603466119085,0.25,0.0,2,0,0.6495932246799823,0.7211911490669957,0.9642857142857143,1.4343478639077927
running_product__python__v3,running_product,cumulative_scan,python,3,"Given a list of numbers, produce the running product after each position.","def running_product(result):
    element = 1
    entry = []
    for x in result:
        element *= x
        entry.append(element)
    return entry",fast_offsets,False,24,24,42,41,True,0.5397447046721582,0.17296604812145233,0.6870844903785701,22.129532891558483,0.6298304525567446,0.18247076869010925,0.8458358479205682,25.823048554826528,0.8396323926565123,0.9713157415390015,0.9875951830933734,0.5853658536585366,0.36585365853658536,13,5,0.5757531010429375,0.6903118686983362,0.926829268292683,1.012192941081239
anti_diagonal_sum__python__v3,anti_diagonal_sum,diagonal_aggregate,python,3,"Given a square matrix, calculate the sum of its anti-diagonal.","def anti_diagonal_sum(element):
    result = 0
    x = len(element)
    for entry in range(x):
        result += element[entry][x - 1 - entry]
    return result",fast_offsets,False,25,25,52,51,True,0.48629731173152285,0.2850267291069031,0.6161772898336311,24.801162898307666,0.5538775323041003,0.2853255271911621,0.7734689029498046,28.247754147509113,0.8448595965609831,0.9339127540588379,0.9895951467401841,0.5686274509803921,0.37254901960784315,8,5,0.5010516184661538,0.5969674678053707,0.9607843137254902,0.9485638810323971
count_even_digits__python__v1,count_even_digits,digit_count,python,1,"Given a positive integer, count how many of its decimal digits are even.","def count_even_digits(number):
    count = 0
    while number > 0:
        digit = number % 10
        if digit % 2 == 0:
            count += 1
        number //= 10
    return count",fast_offsets,False,26,26,62,61,True,0.26649619976154504,0.026045409962534904,0.4958719675307866,16.256268185454246,0.29207027633340465,0.026414422318339348,0.5585161075090826,17.816286856337683,0.9197562175696014,0.9966168999671936,0.9970445075973136,0.8032786885245902,0.639344262295082,17,13,0.3316390162059785,0.36111680427857207,1.0,0.16156126893087067
sum_negative__nl__v3,sum_negative,sign_sum,nl,3,"Given a list of numbers, sum only the negative values.","Initialize the total at zero. Process every number. For any case in which a number is less than zero, add it to the total. Produce the total after the list has been processed.",fast_offsets,False,22,22,39,38,True,0.9465429429945192,0.9871804714202881,0.6108832162983928,35.96863183379173,1.047776230954026,1.0920469164848328,0.6900559075273032,39.815496776252985,0.6955335861758182,0.7206396758556366,0.988063666381334,0.2894736842105263,0.02631578947368421,3,1,0.6564452805229135,0.7428459273399534,0.9210526315789473,2.1614375842710665
count_words__nl__v2,count_words,word_count,nl,2,"Given a string containing words separated by whitespace, count the words.",Split the string on whitespace and output the number of resulting words.,fast_offsets,False,24,24,14,13,True,1.010452585724684,0.9588896036148071,0.7132550129721633,13.13588361442089,1.075899954025562,0.9914277195930481,0.7644785404549865,13.986699402332306,0.6827675516788776,0.7331028580665588,0.9919795669042147,0.38461538461538464,0.07692307692307693,1,1,0.9772824967900912,1.029411569237709,0.9230769230769231,1.4128689986223786
sum_negative__python__v2,sum_negative,sign_sum,python,2,"Given a list of numbers, sum only the negative values.","def sum_negative(current):
    item = 0
    for value in current:
        if value < 0:
            item += value
    return item",fast_offsets,False,22,22,37,36,True,0.4713633048425739,0.13144221901893616,0.6152806153041067,16.96907897433266,0.5296008427200528,0.1339351385831833,0.7118439702168017,19.065630337921903,0.8508572296963798,0.9756582975387573,0.9927252001232572,0.6666666666666666,0.3333333333333333,20,4,0.4008581650310329,0.4535846632107028,0.9444444444444444,0.9396728235054373
lcm_list__nl__v1,lcm_list,lcm_family,nl,1,"Given a non-empty list of positive integers, compute the least common multiple of all values.",Use the first value as the current lcm. Combine each remaining value with the current lcm by computing their gcd and then the corresponding lcm. Return the final value.,fast_offsets,False,30,30,37,36,True,1.3095939671750076,1.3174606561660767,0.7499014238524732,47.14538281830028,1.6652500375445622,1.5152560472488403,1.0994550770803042,59.94900135160424,0.5918009800629483,0.5949296653270721,0.9470317231284248,0.16666666666666666,0.08333333333333333,1,1,0.798912154111479,1.0364720049580294,0.9166666666666666,1.7543383001385437
adjacent_differences__python__v3,adjacent_differences,adjacent_transform,python,3,"Given a list of numbers, create a list of differences between each value and its predecessor.","def adjacent_differences(x):
    entry = []
    for element in range(1, len(x)):
        entry.append(x[element] - x[element - 1])
    return entry",fast_offsets,False,29,29,49,48,True,0.4725359254419648,0.14337822794914246,0.6150306148862312,22.681724421214312,0.5545372513688562,0.14408593624830246,0.7848895346713849,26.6177880657051,0.8516018899778525,0.968358725309372,0.9892778135836124,0.625,0.3333333333333333,7,3,0.517589333387924,0.6148409072422433,0.9791666666666666,0.7321773775849655
count_unique_words__nl__v3,count_unique_words,word_count,nl,3,"Given a string containing words separated by whitespace, count the distinct words.","Proceed as follows. Split the string on whitespace, place the words into a set, and return the size of the set.",fast_offsets,False,25,25,28,27,True,0.9148506022713803,0.8464683890342712,0.6906549737915711,24.700966261327267,1.0588579337905955,0.9049282670021057,0.8459678576382047,28.589164212346077,0.724232804995996,0.7957960367202759,0.980113720452344,0.3333333333333333,0.037037037037037035,3,1,0.8193211962397282,1.0244764479307027,0.9629629629629629,1.1412571991138436
reverse_string__nl__v1,reverse_string,reverse_sequence,nl,1,"Given a string, create a new string containing the same characters in reverse order.",Start with an empty result string. Examine the input from the last position to the first and append each character to the result. Return the result.,fast_offsets,False,26,26,30,29,True,0.8777589679792009,0.8204362392425537,0.6163465341434018,25.455010071396828,0.968349984108374,0.8640535473823547,0.7015964359639378,28.082149539142847,0.7241455213776951,0.7808483242988586,0.9885862675206415,0.41379310344827586,0.034482758620689655,4,1,0.736538117485387,0.8368827144482306,0.9655172413793104,1.245006569099195
reverse_list__python__v1,reverse_list,reverse_sequence,python,1,"Given a list, create a new list containing the same values in reverse order.","def reverse_list(values):
    result = []
    for index in range(len(values) - 1, -1, -1):
        result.append(values[index])
    return result",fast_offsets,False,26,26,47,46,True,0.31316420026237407,0.08442190289497375,0.4951739339488783,14.405553212069208,0.34502036614171433,0.08729641884565353,0.558291615722334,15.870936842518859,0.9093705337980519,0.9870838522911072,0.9962812027205592,0.7608695652173914,0.4782608695652174,24,8,0.3331929132070703,0.3656467372810261,1.0,0.31102877545432106
filter_mapping_by_value__python__v2,filter_mapping_by_value,dictionary_transform,python,2,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","def filter_mapping_by_value(value, output):
    current = {}
    for item, counter in value.items():
        if counter > output:
            current[item] = counter
    return current",fast_offsets,False,36,36,48,47,True,0.4471899685016437,0.1584082543849945,0.6240074291974611,21.017928519577254,0.5121150483151878,0.1613430231809616,0.7519240426395897,24.069407270813826,0.8607996898762723,0.9728831052780151,0.9917450509172805,0.6808510638297872,0.40425531914893614,13,5,0.5259771177661605,0.6199653745887032,0.9148936170212766,1.5805789693288117
bubble_sort_descending__nl__v1,bubble_sort_descending,bubble_sort,nl,1,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is less than the right value. After enough passes, return the copy.",fast_offsets,False,31,31,33,32,True,1.1077525783330202,1.2636531591415405,0.7289656113907864,35.44808250665665,1.2561077986611053,1.4250160455703735,0.8604778702631996,40.19544955715537,0.6430996637791395,0.5824746191501617,0.9788221847265959,0.28125,0.0625,3,1,0.8507199123982461,0.9489313327977734,0.875,2.061157747892139
linear_first_index__python__v3,linear_first_index,linear_search,python,3,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","def linear_first_index(result, entry):
    for element, x in enumerate(result):
        if x == entry:
            return element
    return -1",fast_offsets,False,33,33,39,38,True,0.5326646218768714,0.18663866817951202,0.625783152263573,20.24125563132111,0.6146308273309842,0.19433323293924332,0.7525859561004012,23.3559714385774,0.8246246933152801,0.9642883241176605,0.9902232995158747,0.6052631578947368,0.2894736842105263,12,3,0.4405822075488096,0.5006521645857877,0.8947368421052632,1.5601944523515205
count_words__python__v2,count_words,word_count,python,2,"Given a string containing words separated by whitespace, count the words.","def count_words(item):
    value = item.split()
    return len(value)",fast_offsets,False,24,24,22,21,True,0.5317080497985617,0.27664345502853394,0.5587202062513582,11.165869045769796,0.5852073861751705,0.2881088852882385,0.6374793104709333,12.289355109678581,0.8476030244713738,0.9487616419792175,0.9938564697901408,0.5238095238095238,0.3333333333333333,4,3,0.6161295894300565,0.683550370275043,0.9047619047619048,1.0124976498676308
list_divisors__python__v1,list_divisors,divisors,python,1,"Given a positive integer n, return all positive divisors of n in increasing order.","def list_divisors(n):
    result = []
    for divisor in range(1, n + 1):
        if n % divisor == 0:
            result.append(divisor)
    return result",fast_offsets,False,27,27,54,53,True,0.2860233887251937,0.061158642172813416,0.43638617457686363,15.159239602435264,0.32026892628977605,0.061773043125867844,0.5234276845388632,16.97425309335813,0.9138159993684517,0.9910133481025696,0.9959313577076174,0.7358490566037735,0.5094339622641509,25,9,0.26637848347812765,0.30972331733993574,0.9811320754716981,0.363901221353736
product_one_to_n__python__v2,product_one_to_n,factorial_product,python,2,"Given a positive integer n, compute the product of all integers from one through n.","def product_one_to_n(item):
    value = 1
    for current in range(1, item + 1):
        value *= current
    return value",fast_offsets,False,28,28,40,39,True,0.4460935376954671,0.17946648597717285,0.5404294494249011,17.397647970123217,0.5252284708862694,0.17982608079910278,0.6857470935518472,20.483910364564508,0.8653595439898663,0.9574270248413086,0.9900059440197089,0.5897435897435898,0.2564102564102564,9,5,0.4296335866307153,0.5151537253129247,0.9487179487179487,0.9343487048549249
matrix_row_sums__python__v2,matrix_row_sums,matrix_aggregate,python,2,"Given a matrix of numbers, return a list containing the sum of each row.","def matrix_row_sums(item):
    value = []
    for current in item:
        output = 0
        for counter in current:
            output += counter
        value.append(output)
    return value",fast_offsets,False,26,26,52,51,True,0.4458881911009039,0.13229262828826904,0.6030958355990669,22.740297746146098,0.5182439840179595,0.1379537433385849,0.752103042375758,26.43044318491593,0.8631453964055753,0.9809662103652954,0.9897453971937591,0.6666666666666666,0.35294117647058826,18,7,0.4627972352784127,0.5570686414744705,0.9019607843137255,1.0600140503517526
group_by_first_character__nl__v2,group_by_first_character,grouping,nl,2,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Begin with an empty dictionary. Inspect each string, use its first character as the key, build an empty list for a new key, and add the string to that key's list. Output the dictionary.",fast_offsets,False,38,38,43,42,True,1.0266817982275305,0.9809074699878693,0.6419255968810748,43.12063552555628,1.2008043866593479,1.0532968044281006,0.8266860032151359,50.43378423969261,0.6970910351900828,0.71670001745224,0.9751628381865365,0.2619047619047619,0.023809523809523808,3,1,0.7223407000462275,0.8643306831420376,0.9523809523809523,1.5801869990335988
partition_by_sign__python__v3,partition_by_sign,partition,python,3,"Given a list of numbers, return two lists: negative values first and nonnegative values second, preserving input order within each group.","def partition_by_sign(result):
    element = []
    entry = []
    for x in result:
        if x < 0:
            element.append(x)
        else:
            entry.append(x)
    return element, entry",fast_offsets,False,37,37,60,59,True,0.46610970959517223,0.06950877606868744,0.687425604580106,27.50047286611516,0.5507887871403215,0.06960158050060272,0.8475936814726668,32.49653844127897,0.8535690249527915,0.9886806011199951,0.9889919121386641,0.711864406779661,0.4745762711864407,21,10,0.5001028163623514,0.5987207437263288,0.9491525423728814,0.8974228483702202
ordered_unique_intersection__python__v2,ordered_unique_intersection,ordered_intersection,python,2,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value",fast_offsets,False,36,36,48,47,True,0.5538215318377665,0.2300032377243042,0.6432342262539789,26.029611996375024,0.6864730524731443,0.23040971159934998,0.8866290184812439,32.26423346623778,0.8241189229995647,0.956855297088623,0.9819568344887267,0.574468085106383,0.3829787234042553,13,12,0.4640303425409872,0.6262888141664797,0.8936170212765957,1.4076133339968944
rotate_left_one__python__v2,rotate_left_one,rotation,python,2,"Given a non-empty list, rotate it left by one position.","def rotate_left_one(current):
    item = []
    for value in current[1:]:
        item.append(value)
    item.append(current[0])
    return item",fast_offsets,False,25,25,47,46,True,0.45383258663249487,0.1523626446723938,0.6076822806365217,20.876298985094763,0.5271410057574267,0.15326157212257385,0.7578592655349972,24.24848626484163,0.8638191806233447,0.9692618548870087,0.9900770355825839,0.6739130434782609,0.30434782608695654,17,6,0.47525622200531265,0.5818553995237582,0.9347826086956522,0.9117250603933075
dedupe_last__nl__v1,dedupe_last,deduplication,nl,1,"Given a list, remove duplicate values while keeping the last occurrence of each value and preserving the order of those kept occurrences.","Start with an empty temporary list. Examine the input from right to left. If the current value has not yet been kept, append it to the temporary list. Reverse that list and return it.",fast_offsets,False,38,38,41,40,True,0.9375569055322558,0.8364223837852478,0.6150454473499446,37.50227622129023,1.0189080791547895,0.852733850479126,0.6823051942069599,40.75632316619158,0.6949135296046733,0.7038763463497162,0.9902085363864899,0.275,0.05,3,1,0.7337664590241053,0.8295035450122296,0.95,1.784842049938743
first_negative_index__python__v3,first_negative_index,first_match_index,python,3,"Given a list of numbers, return the index of the first negative value, or minus one if none exists.","def first_negative_index(x):
    for element, entry in enumerate(x):
        if entry < 0:
            return element
    return -1",fast_offsets,False,33,33,38,37,True,0.41577750166077354,0.11972882598638535,0.5102942290385711,15.383767561448622,0.461411724609993,0.12185447663068771,0.6044686254448592,17.07223381056974,0.8620932158586141,0.9802446961402893,0.9946834058374971,0.5945945945945946,0.35135135135135137,8,3,0.39245792385594946,0.45504063636811526,0.9459459459459459,1.0017023603927677
filter_negative__python__v1,filter_negative,sign_filter,python,1,"Given a list of numbers, create a new list containing only negative values.","def filter_negative(values):
    result = []
    for value in values:
        if value < 0:
            result.append(value)
    return result",fast_offsets,False,25,25,39,38,True,0.2980137763829828,0.04292366839945316,0.5153270127562055,11.324523502553347,0.319813764758261,0.04387533664703369,0.5612467008906733,12.152923060813919,0.9113465861270302,0.9942878484725952,0.9976506641036585,0.7894736842105263,0.5526315789473685,23,12,0.3350683926648737,0.361442830929583,1.0,0.2994221440965607
group_by_first_character__python__v1,group_by_first_character,grouping,python,1,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",fast_offsets,False,38,38,61,60,True,0.3009242940016217,0.058918390423059464,0.4805770047007211,18.055457640097302,0.33278133148148,0.06013653986155987,0.5480749063688671,19.966879888888798,0.9036785006523133,0.9899231791496277,0.9964980751276016,0.75,0.5,14,9,0.317339118826351,0.3446943867340944,1.0,0.26573082217508576
matrix_row_sums__python__v1,matrix_row_sums,matrix_aggregate,python,1,"Given a matrix of numbers, return a list containing the sum of each row.","def matrix_row_sums(matrix):
    result = []
    for row in matrix:
        total = 0
        for value in row:
            total += value
        result.append(total)
    return result",fast_offsets,False,26,26,52,51,True,0.351988300886553,0.09931399673223495,0.5364023795512874,17.951403345214203,0.3840268199062705,0.10952404141426086,0.5961389057265112,19.585367815219797,0.895811472453323,0.9854682087898254,0.9963049841862098,0.7254901960784313,0.45098039215686275,20,7,0.3935485050082207,0.43040753691922873,1.0,0.33731870365876354
rotate_matrix_clockwise__python__v2,rotate_matrix_clockwise,matrix_transform,python,2,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","def rotate_matrix_clockwise(value):
    output = []
    total_value = len(value)
    for item in range(total_value):
        current = []
        for counter in range(total_value - 1, -1, -1):
            current.append(value[counter][item])
        output.append(current)
    return output",fast_offsets,False,30,30,86,85,True,0.4524150372017175,0.13517840206623077,0.6283234720084604,38.45527816214599,0.5404190309838776,0.14530684053897858,0.8298550377829508,45.93561763362959,0.8618968735722935,0.9745827317237854,0.9865646853166468,0.6470588235294118,0.3176470588235294,15,4,0.5228223799855359,0.6563036185332403,0.9529411764705882,0.7973840661149713
adjacent_differences__nl__v1,adjacent_differences,adjacent_transform,nl,1,"Given a list of numbers, create a list of differences between each value and its predecessor.","Create an empty result list. Starting with the second input value, subtract the preceding value from the current value and append the difference. Return the result.",fast_offsets,False,29,29,32,31,True,0.9365318351455273,0.9370954036712646,0.561209293407012,29.032486889511347,1.0290413331841268,1.0489990711212158,0.6485865937570492,31.900281328707933,0.6905685451722914,0.7425639629364014,0.9885506283852362,0.22580645161290322,0.06451612903225806,1,1,0.6944958803554376,0.7909378377099832,1.0,1.3091361840901476
is_prime__python__v2,is_prime,primality,python,2,"Given an integer n, determine whether it is prime.","def is_prime(value):
    if value < 2:
        return False
    item = 2
    while item * item <= value:
        if value % item == 0:
            return False
        item += 1
    return True",fast_offsets,False,21,21,58,57,True,0.2627915802530193,0.06494012475013733,0.3963420528492791,14.979120074422099,0.2918235439165871,0.06777980178594589,0.46094086649483995,16.633942003245465,0.9268634047424584,0.9905285239219666,0.9968392054239908,0.7719298245614035,0.5087719298245614,28,9,0.2600190820230637,0.293219271702193,0.9824561403508771,0.4410801642860175
most_frequent__python__v2,most_frequent,mode_selection,python,2,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","def most_frequent(output):
    value = {}
    for current in output:
        value[current] = value.get(current, 0) + 1
    item = output[0]
    for current in output:
        if value[current] > value[item]:
            item = current
    return item",fast_offsets,False,35,35,76,75,True,0.46037885883444685,0.08367086946964264,0.6938328828097596,34.528414412583516,0.5461491373526709,0.08486532419919968,0.8725432141052587,40.961185301450314,0.853702499071757,0.9872595071792603,0.9878991643587748,0.7066666666666667,0.4533333333333333,17,8,0.40114784067181236,0.4999439114055005,0.9466666666666667,0.7479983682716678
merge_sorted_ascending__python__v3,merge_sorted_ascending,merge_sorted,python,3,"Given two lists sorted in ascending order, merge them into one ascending list.","def merge_sorted_ascending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] <= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result",fast_offsets,False,27,27,130,129,True,0.2837978616950658,0.040142230689525604,0.5181212124304112,36.60992415866349,0.3261338744730385,0.04057012498378754,0.6425565510200578,42.07126980702196,0.9069658071957818,0.994124710559845,0.9941341202388438,0.7751937984496124,0.5736434108527132,24,16,0.29691261910784306,0.35524989251516104,0.9767441860465116,0.5757287902886228
is_nondecreasing__python__v1,is_nondecreasing,monotonicity,python,1,"Given a list of numbers, determine whether it is in nondecreasing order.","def is_nondecreasing(values):
    for index in range(1, len(values)):
        if values[index - 1] > values[index]:
            return False
    return True",fast_offsets,False,27,27,46,45,True,0.3018983169272865,0.026617471128702164,0.5024747901276156,13.585424261727894,0.32849829000786285,0.028691962361335754,0.56463514258692,14.782423050353827,0.8937245402071211,0.9962738752365112,0.996993789407942,0.7555555555555555,0.6,16,13,0.3200508729268305,0.3505702432815848,1.0,0.33428385569025826
numeric_palindrome__nl__v2,numeric_palindrome,numeric_reverse,nl,2,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.",Save the original number and build its reversed decimal value digit by digit. Compare the reversed value with the original and output whether they are equal.,fast_offsets,False,28,28,31,30,True,1.1604013946140186,1.253638505935669,0.7422483504373639,34.812041838420555,1.3624210458792125,1.4062859416007996,0.914836750435408,40.872631376376376,0.627380300561587,0.604079931974411,0.972128293911616,0.2,0.1,2,1,0.8722325210973364,1.017504765700292,0.9333333333333333,1.8717127883768019
fibonacci_first_n__python__v3,fibonacci_first_n,fibonacci,python,3,"Given a nonnegative integer n, return the first n Fibonacci values starting with zero and one.","def fibonacci_first_n(result):
    entry = 0
    x = 1
    n_count = []
    for element in range(result):
        n_count.append(entry)
        entry, x = x, entry + x
    return n_count",fast_offsets,False,32,32,66,65,True,0.5583040150021239,0.2621307671070099,0.6717129268049088,36.28976097513805,0.659526172682616,0.28455525636672974,0.870335987409644,42.869201224370045,0.8308870608990009,0.9491207003593445,0.9853588388516352,0.5846153846153846,0.3230769230769231,8,5,0.6036724469440742,0.7586501060188766,0.9384615384615385,1.1794059495464913
binary_search_insertion__python__v2,binary_search_insertion,binary_search,python,2,"Given an ascending sorted list and a target value, return the index where the target could be inserted while preserving order.","def binary_search_insertion(counter, output):
    value = 0
    item = len(counter)
    while value < item:
        current = (value + item) // 2
        if counter[current] < output:
            value = current + 1
        else:
            item = current
    return value",fast_offsets,False,35,35,76,75,True,0.5482928830823706,0.32650643587112427,0.634057490265576,41.121966231177794,0.6224833635549294,0.35035061836242676,0.7847827146770823,46.686252266619704,0.8189644237359365,0.9132574200630188,0.9893813093503316,0.52,0.30666666666666664,12,5,0.5124762977616597,0.6253486639018504,0.9466666666666667,1.0076793419347936
