task_id,family,variant,condition,task_text,reference_text,source_python,opaque_mapping,semantic_step_count,validation_flags
count_equal_neighbors,adjacent_analysis,3,pseudocode,"Given a list, count how many adjacent pairs contain equal values.","PROCEDURE count_equal_neighbors(x)
element <- 0
FOR entry IN range(1, len(x))
    IF x[entry] = x[(entry - 1)]
        element <- element + 1
RETURN element","def count_equal_neighbors(x):
    element = 0
    for entry in range(1, len(x)):
        if x[entry] == x[entry - 1]:
            element += 1
    return element",null,6,pending_human_review
count_equal_neighbors,adjacent_analysis,3,python_canonical,"Given a list, count how many adjacent pairs contain equal values.","def count_equal_neighbors(x):
    element = 0
    for entry in range(1, len(x)):
        if x[entry] == x[entry - 1]:
            element += 1
    return element","def count_equal_neighbors(x):
    element = 0
    for entry in range(1, len(x)):
        if x[entry] == x[entry - 1]:
            element += 1
    return element",null,6,pending_human_review
count_equal_neighbors,adjacent_analysis,3,python_opaque,"Given a list, count how many adjacent pairs contain equal values.","def zav0(mip0):
    tuk0 = 0
    for qel0 in range(1, len(mip0)):
        if mip0[qel0] == mip0[qel0 - 1]:
            tuk0 += 1
    return tuk0","def count_equal_neighbors(x):
    element = 0
    for entry in range(1, len(x)):
        if x[entry] == x[entry - 1]:
            element += 1
    return element","{""count_equal_neighbors"": ""zav0"", ""x"": ""mip0"", ""element"": ""tuk0"", ""entry"": ""qel0""}",6,pending_human_review
merge_sorted_descending,merge_sorted,1,nl_exp7_anchor,"Given two lists sorted in descending order, merge them into one descending list.",Create an empty result and place one index at the start of each list. Repeatedly append the larger current value and advance its index. Append any remaining values and return the result.,"def merge_sorted_descending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] >= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result",null,0,pending_human_review
merge_sorted_descending,merge_sorted,1,procedural_prose,"Given two lists sorted in descending order, merge them into one descending list.","Define a procedure named merge_sorted_descending that receives left_values and right_values.
Set result to [].
Set i to 0.
Set j to 0.
While (i is less than len(left_values) and j is less than len(right_values)), do the following.
    If left_values[i] is at least right_values[j], do the following.
        Append left_values[i] to result.
        Increase i by 1.
    Otherwise, do the following.
        Append right_values[j] to result.
        Increase j by 1.
Perform result.extend(left_values[i:]).
Perform result.extend(right_values[j:]).
Return result.","def merge_sorted_descending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] >= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result",null,13,pending_human_review
merge_sorted_descending,merge_sorted,1,controlled_nl,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending INPUT left_values, right_values:
SET result TO [].
SET i TO 0.
SET j TO 0.
WHILE (i < len(left_values) AND j < len(right_values)):
    IF left_values[i] >= right_values[j]:
        EXECUTE result.append(left_values[i]).
        UPDATE i USING + 1.
    ELSE
        EXECUTE result.append(right_values[j]).
        UPDATE j USING + 1.
EXECUTE result.extend(left_values[i:]).
EXECUTE result.extend(right_values[j:]).
RETURN result","def merge_sorted_descending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] >= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result",null,13,pending_human_review
merge_sorted_descending,merge_sorted,1,pseudocode,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending(left_values, right_values)
result <- []
i <- 0
j <- 0
WHILE (i < len(left_values) AND j < len(right_values))
    IF left_values[i] >= right_values[j]
        result.append(left_values[i])
        i <- i + 1
    ELSE
        result.append(right_values[j])
        j <- j + 1
result.extend(left_values[i:])
result.extend(right_values[j:])
RETURN result","def merge_sorted_descending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] >= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result",null,13,pending_human_review
merge_sorted_descending,merge_sorted,1,python_canonical,"Given two lists sorted in descending order, merge them into one descending list.","def merge_sorted_descending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] >= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result","def merge_sorted_descending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] >= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result",null,13,pending_human_review
merge_sorted_descending,merge_sorted,1,python_opaque,"Given two lists sorted in descending order, merge them into one descending list.","def zav0(mip0, tuk0):
    qel0 = []
    vor0 = 0
    nex0 = 0
    while vor0 < len(mip0) and nex0 < len(tuk0):
        if mip0[vor0] >= tuk0[nex0]:
            qel0.append(mip0[vor0])
            vor0 += 1
        else:
            qel0.append(tuk0[nex0])
            nex0 += 1
    qel0.extend(mip0[vor0:])
    qel0.extend(tuk0[nex0:])
    return qel0","def merge_sorted_descending(left_values, right_values):
    result = []
    i = 0
    j = 0
    while i < len(left_values) and j < len(right_values):
        if left_values[i] >= right_values[j]:
            result.append(left_values[i])
            i += 1
        else:
            result.append(right_values[j])
            j += 1
    result.extend(left_values[i:])
    result.extend(right_values[j:])
    return result","{""merge_sorted_descending"": ""zav0"", ""left_values"": ""mip0"", ""right_values"": ""tuk0"", ""result"": ""qel0"", ""i"": ""vor0"", ""j"": ""nex0""}",13,pending_human_review
merge_sorted_descending,merge_sorted,2,nl_exp7_anchor,"Given two lists sorted in descending order, merge them into one descending list.",Build an empty result and place one index at the start of each list. Repeatedly add the larger current value and advance its index. Add any remaining values and output the result.,"def merge_sorted_descending(current, counter):
    output = []
    item = 0
    value = 0
    while item < len(current) and value < len(counter):
        if current[item] >= counter[value]:
            output.append(current[item])
            item += 1
        else:
            output.append(counter[value])
            value += 1
    output.extend(current[item:])
    output.extend(counter[value:])
    return output",null,0,pending_human_review
merge_sorted_descending,merge_sorted,2,procedural_prose,"Given two lists sorted in descending order, merge them into one descending list.","Define a procedure named merge_sorted_descending that receives current and counter.
Set output to [].
Set item to 0.
Set value to 0.
While (item is less than len(current) and value is less than len(counter)), do the following.
    If current[item] is at least counter[value], do the following.
        Append current[item] to output.
        Increase item by 1.
    Otherwise, do the following.
        Append counter[value] to output.
        Increase value by 1.
Perform output.extend(current[item:]).
Perform output.extend(counter[value:]).
Return output.","def merge_sorted_descending(current, counter):
    output = []
    item = 0
    value = 0
    while item < len(current) and value < len(counter):
        if current[item] >= counter[value]:
            output.append(current[item])
            item += 1
        else:
            output.append(counter[value])
            value += 1
    output.extend(current[item:])
    output.extend(counter[value:])
    return output",null,13,pending_human_review
merge_sorted_descending,merge_sorted,2,controlled_nl,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending INPUT current, counter:
SET output TO [].
SET item TO 0.
SET value TO 0.
WHILE (item < len(current) AND value < len(counter)):
    IF current[item] >= counter[value]:
        EXECUTE output.append(current[item]).
        UPDATE item USING + 1.
    ELSE
        EXECUTE output.append(counter[value]).
        UPDATE value USING + 1.
EXECUTE output.extend(current[item:]).
EXECUTE output.extend(counter[value:]).
RETURN output","def merge_sorted_descending(current, counter):
    output = []
    item = 0
    value = 0
    while item < len(current) and value < len(counter):
        if current[item] >= counter[value]:
            output.append(current[item])
            item += 1
        else:
            output.append(counter[value])
            value += 1
    output.extend(current[item:])
    output.extend(counter[value:])
    return output",null,13,pending_human_review
merge_sorted_descending,merge_sorted,2,pseudocode,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending(current, counter)
output <- []
item <- 0
value <- 0
WHILE (item < len(current) AND value < len(counter))
    IF current[item] >= counter[value]
        output.append(current[item])
        item <- item + 1
    ELSE
        output.append(counter[value])
        value <- value + 1
output.extend(current[item:])
output.extend(counter[value:])
RETURN output","def merge_sorted_descending(current, counter):
    output = []
    item = 0
    value = 0
    while item < len(current) and value < len(counter):
        if current[item] >= counter[value]:
            output.append(current[item])
            item += 1
        else:
            output.append(counter[value])
            value += 1
    output.extend(current[item:])
    output.extend(counter[value:])
    return output",null,13,pending_human_review
merge_sorted_descending,merge_sorted,2,python_canonical,"Given two lists sorted in descending order, merge them into one descending list.","def merge_sorted_descending(current, counter):
    output = []
    item = 0
    value = 0
    while item < len(current) and value < len(counter):
        if current[item] >= counter[value]:
            output.append(current[item])
            item += 1
        else:
            output.append(counter[value])
            value += 1
    output.extend(current[item:])
    output.extend(counter[value:])
    return output","def merge_sorted_descending(current, counter):
    output = []
    item = 0
    value = 0
    while item < len(current) and value < len(counter):
        if current[item] >= counter[value]:
            output.append(current[item])
            item += 1
        else:
            output.append(counter[value])
            value += 1
    output.extend(current[item:])
    output.extend(counter[value:])
    return output",null,13,pending_human_review
merge_sorted_descending,merge_sorted,2,python_opaque,"Given two lists sorted in descending order, merge them into one descending list.","def zav0(mip0, tuk0):
    qel0 = []
    vor0 = 0
    nex0 = 0
    while vor0 < len(mip0) and nex0 < len(tuk0):
        if mip0[vor0] >= tuk0[nex0]:
            qel0.append(mip0[vor0])
            vor0 += 1
        else:
            qel0.append(tuk0[nex0])
            nex0 += 1
    qel0.extend(mip0[vor0:])
    qel0.extend(tuk0[nex0:])
    return qel0","def merge_sorted_descending(current, counter):
    output = []
    item = 0
    value = 0
    while item < len(current) and value < len(counter):
        if current[item] >= counter[value]:
            output.append(current[item])
            item += 1
        else:
            output.append(counter[value])
            value += 1
    output.extend(current[item:])
    output.extend(counter[value:])
    return output","{""merge_sorted_descending"": ""zav0"", ""current"": ""mip0"", ""counter"": ""tuk0"", ""output"": ""qel0"", ""item"": ""vor0"", ""value"": ""nex0""}",13,pending_human_review
merge_sorted_descending,merge_sorted,3,nl_exp7_anchor,"Given two lists sorted in descending order, merge them into one descending list.",Initialize an empty result and place one index at the start of each list. Repeatedly append the larger current value and advance its index. Place any remaining values and return the result.,"def merge_sorted_descending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] >= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result",null,0,pending_human_review
merge_sorted_descending,merge_sorted,3,procedural_prose,"Given two lists sorted in descending order, merge them into one descending list.","Define a procedure named merge_sorted_descending that receives x and n_count.
Set result to [].
Set element to 0.
Set entry to 0.
While (element is less than len(x) and entry is less than len(n_count)), do the following.
    If x[element] is at least n_count[entry], do the following.
        Append x[element] to result.
        Increase element by 1.
    Otherwise, do the following.
        Append n_count[entry] to result.
        Increase entry by 1.
Perform result.extend(x[element:]).
Perform result.extend(n_count[entry:]).
Return result.","def merge_sorted_descending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] >= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result",null,13,pending_human_review
merge_sorted_descending,merge_sorted,3,controlled_nl,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending INPUT x, n_count:
SET result TO [].
SET element TO 0.
SET entry TO 0.
WHILE (element < len(x) AND entry < len(n_count)):
    IF x[element] >= n_count[entry]:
        EXECUTE result.append(x[element]).
        UPDATE element USING + 1.
    ELSE
        EXECUTE result.append(n_count[entry]).
        UPDATE entry USING + 1.
EXECUTE result.extend(x[element:]).
EXECUTE result.extend(n_count[entry:]).
RETURN result","def merge_sorted_descending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] >= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result",null,13,pending_human_review
merge_sorted_descending,merge_sorted,3,pseudocode,"Given two lists sorted in descending order, merge them into one descending list.","PROCEDURE merge_sorted_descending(x, n_count)
result <- []
element <- 0
entry <- 0
WHILE (element < len(x) AND entry < len(n_count))
    IF x[element] >= n_count[entry]
        result.append(x[element])
        element <- element + 1
    ELSE
        result.append(n_count[entry])
        entry <- entry + 1
result.extend(x[element:])
result.extend(n_count[entry:])
RETURN result","def merge_sorted_descending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] >= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result",null,13,pending_human_review
merge_sorted_descending,merge_sorted,3,python_canonical,"Given two lists sorted in descending order, merge them into one descending list.","def merge_sorted_descending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] >= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result","def merge_sorted_descending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] >= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result",null,13,pending_human_review
merge_sorted_descending,merge_sorted,3,python_opaque,"Given two lists sorted in descending order, merge them into one descending list.","def zav0(mip0, tuk0):
    qel0 = []
    vor0 = 0
    nex0 = 0
    while vor0 < len(mip0) and nex0 < len(tuk0):
        if mip0[vor0] >= tuk0[nex0]:
            qel0.append(mip0[vor0])
            vor0 += 1
        else:
            qel0.append(tuk0[nex0])
            nex0 += 1
    qel0.extend(mip0[vor0:])
    qel0.extend(tuk0[nex0:])
    return qel0","def merge_sorted_descending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] >= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result","{""merge_sorted_descending"": ""zav0"", ""x"": ""mip0"", ""n_count"": ""tuk0"", ""result"": ""qel0"", ""element"": ""vor0"", ""entry"": ""nex0""}",13,pending_human_review
ordered_unique_intersection,ordered_intersection,1,nl_exp7_anchor,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","Create an empty result. Examine each value in the first list. If it occurs in the second list and is not already in the result, append it. Return the result.","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result",null,0,pending_human_review
ordered_unique_intersection,ordered_intersection,1,procedural_prose,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","Define a procedure named ordered_unique_intersection that receives first and second.
Set result to [].
For each value in first, do the following.
    If (value is in second and value is not in result), do the following.
        Append value to result.
Return result.","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,1,controlled_nl,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection INPUT first, second:
SET result TO [].
FOR EACH value IN first:
    IF (value IN second AND value NOT IN result):
        EXECUTE result.append(value).
RETURN result","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,1,pseudocode,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection(first, second)
result <- []
FOR value IN first
    IF (value IN second AND value NOT IN result)
        result.append(value)
RETURN result","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,1,python_canonical,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,1,python_opaque,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def zav0(mip0, tuk0):
    qel0 = []
    for vor0 in mip0:
        if vor0 in tuk0 and vor0 not in qel0:
            qel0.append(vor0)
    return qel0","def ordered_unique_intersection(first, second):
    result = []
    for value in first:
        if value in second and value not in result:
            result.append(value)
    return result","{""ordered_unique_intersection"": ""zav0"", ""first"": ""mip0"", ""second"": ""tuk0"", ""result"": ""qel0"", ""value"": ""vor0""}",6,pending_human_review
ordered_unique_intersection,ordered_intersection,2,nl_exp7_anchor,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","Build an empty result. Inspect each value in the first list. If it occurs in the second list and is not already in the result, add it. Output the result.","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value",null,0,pending_human_review
ordered_unique_intersection,ordered_intersection,2,procedural_prose,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","Define a procedure named ordered_unique_intersection that receives item and current.
Set value to [].
For each output in item, do the following.
    If (output is in current and output is not in value), do the following.
        Append output to value.
Return value.","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,2,controlled_nl,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection INPUT item, current:
SET value TO [].
FOR EACH output IN item:
    IF (output IN current AND output NOT IN value):
        EXECUTE value.append(output).
RETURN value","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,2,pseudocode,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection(item, current)
value <- []
FOR output IN item
    IF (output IN current AND output NOT IN value)
        value.append(output)
RETURN value","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,2,python_canonical,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,2,python_opaque,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def zav0(mip0, tuk0):
    qel0 = []
    for vor0 in mip0:
        if vor0 in tuk0 and vor0 not in qel0:
            qel0.append(vor0)
    return qel0","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value","{""ordered_unique_intersection"": ""zav0"", ""item"": ""mip0"", ""current"": ""tuk0"", ""value"": ""qel0"", ""output"": ""vor0""}",6,pending_human_review
ordered_unique_intersection,ordered_intersection,3,nl_exp7_anchor,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","Initialize an empty result. Process each value in the first list. If it occurs in the second list and is not already in the result, append it. Produce the result.","def ordered_unique_intersection(element, x):
    entry = []
    for result in element:
        if result in x and result not in entry:
            entry.append(result)
    return entry",null,0,pending_human_review
ordered_unique_intersection,ordered_intersection,3,procedural_prose,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","Define a procedure named ordered_unique_intersection that receives element and x.
Set entry to [].
For each result in element, do the following.
    If (result is in x and result is not in entry), do the following.
        Append result to entry.
Return entry.","def ordered_unique_intersection(element, x):
    entry = []
    for result in element:
        if result in x and result not in entry:
            entry.append(result)
    return entry",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,3,controlled_nl,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection INPUT element, x:
SET entry TO [].
FOR EACH result IN element:
    IF (result IN x AND result NOT IN entry):
        EXECUTE entry.append(result).
RETURN entry","def ordered_unique_intersection(element, x):
    entry = []
    for result in element:
        if result in x and result not in entry:
            entry.append(result)
    return entry",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,3,pseudocode,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","PROCEDURE ordered_unique_intersection(element, x)
entry <- []
FOR result IN element
    IF (result IN x AND result NOT IN entry)
        entry.append(result)
RETURN entry","def ordered_unique_intersection(element, x):
    entry = []
    for result in element:
        if result in x and result not in entry:
            entry.append(result)
    return entry",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,3,python_canonical,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def ordered_unique_intersection(element, x):
    entry = []
    for result in element:
        if result in x and result not in entry:
            entry.append(result)
    return entry","def ordered_unique_intersection(element, x):
    entry = []
    for result in element:
        if result in x and result not in entry:
            entry.append(result)
    return entry",null,6,pending_human_review
ordered_unique_intersection,ordered_intersection,3,python_opaque,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def zav0(mip0, tuk0):
    qel0 = []
    for vor0 in mip0:
        if vor0 in tuk0 and vor0 not in qel0:
            qel0.append(vor0)
    return qel0","def ordered_unique_intersection(element, x):
    entry = []
    for result in element:
        if result in x and result not in entry:
            entry.append(result)
    return entry","{""ordered_unique_intersection"": ""zav0"", ""element"": ""mip0"", ""x"": ""tuk0"", ""entry"": ""qel0"", ""result"": ""vor0""}",6,pending_human_review
is_subset,set_relation,1,nl_exp7_anchor,"Given two collections, determine whether every value in the first collection occurs in the second.","Examine each value in the first collection. If any value is absent from the second collection, return false. Return true if every value is present.","def is_subset(first, second):
    for value in first:
        if value not in second:
            return False
    return True",null,0,pending_human_review
is_subset,set_relation,1,procedural_prose,"Given two collections, determine whether every value in the first collection occurs in the second.","Define a procedure named is_subset that receives first and second.
For each value in first, do the following.
    If value is not in second, do the following.
        Return false.
Return true.","def is_subset(first, second):
    for value in first:
        if value not in second:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,1,controlled_nl,"Given two collections, determine whether every value in the first collection occurs in the second.","PROCEDURE is_subset INPUT first, second:
FOR EACH value IN first:
    IF value NOT IN second:
        RETURN FALSE
RETURN TRUE","def is_subset(first, second):
    for value in first:
        if value not in second:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,1,pseudocode,"Given two collections, determine whether every value in the first collection occurs in the second.","PROCEDURE is_subset(first, second)
FOR value IN first
    IF value NOT IN second
        RETURN FALSE
RETURN TRUE","def is_subset(first, second):
    for value in first:
        if value not in second:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,1,python_canonical,"Given two collections, determine whether every value in the first collection occurs in the second.","def is_subset(first, second):
    for value in first:
        if value not in second:
            return False
    return True","def is_subset(first, second):
    for value in first:
        if value not in second:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,1,python_opaque,"Given two collections, determine whether every value in the first collection occurs in the second.","def zav0(mip0, tuk0):
    for qel0 in mip0:
        if qel0 not in tuk0:
            return False
    return True","def is_subset(first, second):
    for value in first:
        if value not in second:
            return False
    return True","{""is_subset"": ""zav0"", ""first"": ""mip0"", ""second"": ""tuk0"", ""value"": ""qel0""}",5,pending_human_review
is_subset,set_relation,2,nl_exp7_anchor,"Given two collections, determine whether every value in the first collection occurs in the second.","Inspect each value in the first collection. If any value is absent from the second collection, output false. Output true if every value is present.","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True",null,0,pending_human_review
is_subset,set_relation,2,procedural_prose,"Given two collections, determine whether every value in the first collection occurs in the second.","Define a procedure named is_subset that receives item and value.
For each current in item, do the following.
    If current is not in value, do the following.
        Return false.
Return true.","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,2,controlled_nl,"Given two collections, determine whether every value in the first collection occurs in the second.","PROCEDURE is_subset INPUT item, value:
FOR EACH current IN item:
    IF current NOT IN value:
        RETURN FALSE
RETURN TRUE","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,2,pseudocode,"Given two collections, determine whether every value in the first collection occurs in the second.","PROCEDURE is_subset(item, value)
FOR current IN item
    IF current NOT IN value
        RETURN FALSE
RETURN TRUE","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,2,python_canonical,"Given two collections, determine whether every value in the first collection occurs in the second.","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,2,python_opaque,"Given two collections, determine whether every value in the first collection occurs in the second.","def zav0(mip0, tuk0):
    for qel0 in mip0:
        if qel0 not in tuk0:
            return False
    return True","def is_subset(item, value):
    for current in item:
        if current not in value:
            return False
    return True","{""is_subset"": ""zav0"", ""item"": ""mip0"", ""value"": ""tuk0"", ""current"": ""qel0""}",5,pending_human_review
is_subset,set_relation,3,nl_exp7_anchor,"Given two collections, determine whether every value in the first collection occurs in the second.","Process each value in the first collection. If any value is absent from the second collection, return false. Produce true if every value is present.","def is_subset(element, entry):
    for x in element:
        if x not in entry:
            return False
    return True",null,0,pending_human_review
is_subset,set_relation,3,procedural_prose,"Given two collections, determine whether every value in the first collection occurs in the second.","Define a procedure named is_subset that receives element and entry.
For each x in element, do the following.
    If x is not in entry, do the following.
        Return false.
Return true.","def is_subset(element, entry):
    for x in element:
        if x not in entry:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,3,controlled_nl,"Given two collections, determine whether every value in the first collection occurs in the second.","PROCEDURE is_subset INPUT element, entry:
FOR EACH x IN element:
    IF x NOT IN entry:
        RETURN FALSE
RETURN TRUE","def is_subset(element, entry):
    for x in element:
        if x not in entry:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,3,pseudocode,"Given two collections, determine whether every value in the first collection occurs in the second.","PROCEDURE is_subset(element, entry)
FOR x IN element
    IF x NOT IN entry
        RETURN FALSE
RETURN TRUE","def is_subset(element, entry):
    for x in element:
        if x not in entry:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,3,python_canonical,"Given two collections, determine whether every value in the first collection occurs in the second.","def is_subset(element, entry):
    for x in element:
        if x not in entry:
            return False
    return True","def is_subset(element, entry):
    for x in element:
        if x not in entry:
            return False
    return True",null,5,pending_human_review
is_subset,set_relation,3,python_opaque,"Given two collections, determine whether every value in the first collection occurs in the second.","def zav0(mip0, tuk0):
    for qel0 in mip0:
        if qel0 not in tuk0:
            return False
    return True","def is_subset(element, entry):
    for x in element:
        if x not in entry:
            return False
    return True","{""is_subset"": ""zav0"", ""element"": ""mip0"", ""entry"": ""tuk0"", ""x"": ""qel0""}",5,pending_human_review
