trajectory_id,task_id,family,representation,variant,task_text,reference_solution,base_token_count,token_count,analysis_token_count,special_token_events,special_token_fraction,trajectory_valid,mean_entropy_top20,median_entropy_top20,std_entropy_top20,cumulative_entropy_top20,mean_entropy_full,median_entropy_full,std_entropy_full,cumulative_entropy_full,mean_p1,median_p1,mean_top20_mass,fraction_p1_ge_090,fraction_p1_ge_099,longest_run_p1_ge_090,longest_run_p1_ge_099,mean_abs_entropy_change_top20,mean_abs_entropy_change_full,reference_in_top20_fraction,mean_reference_surprisal
reverse_string__nl__v1,reverse_string,reverse_sequence,nl,1,"Given a string, create a new string containing the same characters in reverse order.",Start with an empty result string. Examine the input from the last position to the first and append each character to the result. Return the result.,20,30,29,0,0.0,True,0.31208537723478,0.11125438660383224,0.3646565853026822,9.05047593980862,0.32289241980486716,0.11203523725271225,0.38978399262032604,9.363880174341148,0.899174310010055,0.9809958338737488,0.9987745490567438,0.6551724137931034,0.4482758620689655,7,4,0.3661193658279639,0.387670695408214,0.9655172413793104,2.2946328572579655
reverse_list__python__v1,reverse_list,reverse_sequence,python,1,"Given a list, create a new list containing the same values in reverse order.","def reverse_list(values):
    result = []
    for index in range(len(values) - 1, -1, -1):
        result.append(values[index])
    return result",20,36,35,0,0.0,True,0.1030599526506884,0.0010893505532294512,0.25992301678862634,3.607098342774094,0.10339276030436347,0.0011850602459162474,0.26081234037397694,3.618746610652721,0.9645817790712629,0.9999087452888489,0.9999744585582189,0.8857142857142857,0.8,19,17,0.20329969178293,0.20393284427804054,1.0,0.521497415419872
filter_mapping_by_value__python__v2,filter_mapping_by_value,dictionary_transform,python,2,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","def filter_mapping_by_value(value, output):
    current = {}
    for item, counter in value.items():
        if counter > output:
            current[item] = counter
    return current",29,38,37,0,0.0,True,0.26931953152499677,0.027928270399570465,0.4972513738737976,9.96482266642488,0.281707500094411,0.02831105887889862,0.5280143502013508,10.423177503493207,0.9166538707307867,0.9962928891181946,0.99864055176039,0.7837837837837838,0.5675675675675675,20,8,0.3790078437598115,0.3971980729212292,0.8378378378378378,2.851820567093842
bubble_sort_descending__nl__v1,bubble_sort_descending,bubble_sort,nl,1,"Given a list of numbers, sort it in descending order using bubble sort and return the sorted copy.","Copy the input list. Repeatedly scan adjacent pairs and swap them when the left value is less than the right value. After enough passes, return the copy.",24,33,32,0,0.0,True,0.580093050513824,0.34925390779972076,0.5560794796281865,18.562977616442367,0.6113540737705989,0.3554598093032837,0.6020240851382126,19.563330360659165,0.8103553913533688,0.9147199988365173,0.9963152799755335,0.5,0.28125,4,3,0.6587038425458295,0.7036146174894736,0.90625,2.698481542286629
linear_first_index__python__v3,linear_first_index,linear_search,python,3,"Given a list and a target, return the index of the first target occurrence or minus one if absent.","def linear_first_index(result, entry):
    for element, x in enumerate(result):
        if x == entry:
            return element
    return -1",25,31,30,0,0.0,True,0.1599019645524095,0.01963347103446722,0.3627451582033176,4.797058936572284,0.1628609797572911,0.019819733686745167,0.3730715032364119,4.885829392718733,0.9420072098573049,0.9974737465381622,0.9996943513552348,0.9,0.7,26,6,0.2093322326018724,0.2142403472254077,0.9,3.2934357110224557
count_words__python__v2,count_words,word_count,python,2,"Given a string containing words separated by whitespace, count the words.","def count_words(item):
    value = item.split()
    return len(value)",17,16,15,0,0.0,True,0.21782020290071766,0.10594341903924942,0.279540420674821,3.267303043510765,0.2237328809220344,0.11096007376909256,0.28532109268358485,3.3559932138305157,0.9451006134351094,0.9800419807434082,0.9994884252548217,0.8,0.4666666666666667,6,2,0.31372227180483087,0.3239242792728224,0.8666666666666667,2.323833422752796
list_divisors__python__v1,list_divisors,divisors,python,1,"Given a positive integer n, return all positive divisors of n in increasing order.","def list_divisors(n):
    result = []
    for divisor in range(1, n + 1):
        if n % divisor == 0:
            result.append(divisor)
    return result",21,41,40,0,0.0,True,0.05728533504691598,0.000636373006273061,0.1644880610372941,2.291413401876639,0.05773476746088306,0.0006409637571778148,0.16582803002129762,2.3093906984353225,0.9836367905139923,0.9999453723430634,0.9999634459614754,0.9,0.9,21,21,0.07464043169956405,0.07509328134205052,1.0,0.7178690387993072
product_one_to_n__python__v2,product_one_to_n,factorial_product,python,2,"Given a positive integer n, compute the product of all integers from one through n.","def product_one_to_n(item):
    value = 1
    for current in range(1, item + 1):
        value *= current
    return value",21,34,33,0,0.0,True,0.12050653002524721,0.016513055190443993,0.28382659550113964,3.9767154908331577,0.12254426773010478,0.017066769301891327,0.29100047599907414,4.043960835093458,0.9591186760049878,0.9981123208999634,0.9997886563792373,0.9393939393939394,0.7272727272727273,13,6,0.19617213829405955,0.19932038490469495,0.8787878787878788,2.0154376170699613
matrix_row_sums__python__v2,matrix_row_sums,matrix_aggregate,python,2,"Given a matrix of numbers, return a list containing the sum of each row.","def matrix_row_sums(item):
    value = []
    for current in item:
        output = 0
        for counter in current:
            output += counter
        value.append(output)
    return value",20,42,41,0,0.0,True,0.18952983207525062,0.005536888260394335,0.3784362119632931,7.770723115085275,0.19498503472224424,0.005602957680821419,0.39500824247478594,7.9943864236120135,0.928162693977356,0.999370813369751,0.9993899217466029,0.8048780487804879,0.7560975609756098,16,14,0.3214091389665555,0.3323106328432914,0.8780487804878049,2.279697885020319
group_by_first_character__nl__v2,group_by_first_character,grouping,nl,2,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","Begin with an empty dictionary. Inspect each string, use its first character as the key, build an empty list for a new key, and add the string to that key's list. Output the dictionary.",29,42,41,0,0.0,True,0.6080775006273875,0.5349349975585938,0.5383845889510837,24.931177525722887,0.6497591795362873,0.5363298654556274,0.6058692174144298,26.64012636098778,0.7907281270841273,0.8610697388648987,0.9947002370183061,0.43902439024390244,0.17073170731707318,3,2,0.6073611813160824,0.6631337062251987,0.926829268292683,2.095425729313342
partition_by_sign__python__v3,partition_by_sign,partition,python,3,"Given a list of numbers, return two lists: negative values first and nonnegative values second, preserving input order within each group.","def partition_by_sign(result):
    element = []
    entry = []
    for x in result:
        if x < 0:
            element.append(x)
        else:
            entry.append(x)
    return element, entry",30,45,44,0,0.0,True,0.3006511139227877,0.015362659469246864,0.5398486829920762,13.22864901260266,0.32418729555409054,0.016653106547892094,0.5864568221976516,14.264241004379983,0.893487620760094,0.998053640127182,0.9973032488064333,0.7954545454545454,0.6590909090909091,25,17,0.41171109871305456,0.44316685984817605,0.9090909090909091,1.5785860841159134
ordered_unique_intersection__python__v2,ordered_unique_intersection,ordered_intersection,python,2,"Given two lists, return distinct values from the first list that also occur in the second list, preserving first-list order.","def ordered_unique_intersection(item, current):
    value = []
    for output in item:
        if output in current and output not in value:
            value.append(output)
    return value",28,37,36,0,0.0,True,0.29866339072603093,0.020345062017440796,0.5081900240664818,10.751882066137114,0.3069022515892862,0.02117426972836256,0.5242730404886583,11.048481057214303,0.8930705123477511,0.9975141882896423,0.999148964881897,0.75,0.6666666666666666,15,13,0.3552483034884582,0.3676084912403894,0.8333333333333334,2.7636048151014623
rotate_left_one__python__v2,rotate_left_one,rotation,python,2,"Given a non-empty list, rotate it left by one position.","def rotate_left_one(current):
    item = []
    for value in current[1:]:
        item.append(value)
    item.append(current[0])
    return item",17,33,32,0,0.0,True,0.20001000628599286,0.01780996285378933,0.4079461274694182,6.4003202011517715,0.21255437737534066,0.01808278076350689,0.4449866496047688,6.801740076010901,0.9443890741094947,0.9977051019668579,0.998583173379302,0.875,0.6875,21,8,0.28773196814243773,0.3054563797085129,0.90625,2.0101287440965407
dedupe_last__nl__v1,dedupe_last,deduplication,nl,1,"Given a list, remove duplicate values while keeping the last occurrence of each value and preserving the order of those kept occurrences.","Start with an empty temporary list. Examine the input from right to left. If the current value has not yet been kept, append it to the temporary list. Reverse that list and return it.",28,40,39,0,0.0,True,0.5249661228586681,0.4999063313007355,0.44787194727059837,20.473678791488055,0.5347989576820953,0.502380907535553,0.4591711224821141,20.857159349601716,0.8175771320477511,0.882319986820221,0.9990747647407727,0.48717948717948717,0.2564102564102564,5,2,0.45601987533308075,0.47106360439456213,0.9230769230769231,2.286840518257052
first_negative_index__python__v3,first_negative_index,first_match_index,python,3,"Given a list of numbers, return the index of the first negative value, or minus one if none exists.","def first_negative_index(x):
    for element, entry in enumerate(x):
        if entry < 0:
            return element
    return -1",26,30,29,0,0.0,True,0.19661505117719885,0.017325030639767647,0.37073765534701697,5.7018364841387665,0.1983826223474572,0.018164537847042084,0.3735281285928326,5.753096048076259,0.9284103368890697,0.9979544281959534,0.9998618693187319,0.8620689655172413,0.6206896551724138,12,12,0.2805536325612203,0.2826509563187106,0.9655172413793104,1.709221494679092
filter_negative__python__v1,filter_negative,sign_filter,python,1,"Given a list of numbers, create a new list containing only negative values.","def filter_negative(values):
    result = []
    for value in values:
        if value < 0:
            result.append(value)
    return result",19,30,29,0,0.0,True,0.1805748412790261,0.001632058061659336,0.40920580333680634,5.236670397091757,0.18149475846038168,0.001640200731344521,0.41195880605927293,5.263347995351069,0.9182105280202011,0.9998567700386047,0.9999089076601225,0.8275862068965517,0.7931034482758621,18,18,0.25784717176216937,0.258878276705218,0.9655172413793104,0.6961348536888179
group_by_first_character__python__v1,group_by_first_character,grouping,python,1,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","def group_by_first_character(words):
    groups = {}
    for word in words:
        key = word[0]
        if key not in groups:
            groups[key] = []
        groups[key].append(word)
    return groups",29,47,46,0,0.0,True,0.10466460071306162,0.002356471144594252,0.2657543925691165,4.814571632800835,0.10522256772892755,0.0023686258355155587,0.2664304252359582,4.840238115530667,0.9568981761517732,0.9997680485248566,0.9999562774015509,0.8913043478260869,0.8043478260869565,17,12,0.1946748946774379,0.1950449830282676,1.0,0.3582512594531049
matrix_row_sums__python__v1,matrix_row_sums,matrix_aggregate,python,1,"Given a matrix of numbers, return a list containing the sum of each row.","def matrix_row_sums(matrix):
    result = []
    for row in matrix:
        total = 0
        for value in row:
            total += value
        result.append(total)
    return result",20,42,41,0,0.0,True,0.0806933100146835,0.0011778888292610645,0.23948730264153253,3.308425710602023,0.08116339427419361,0.001366205862723291,0.24094301507078292,3.3276991652419383,0.9687242835033231,0.9998918771743774,0.9999632341105763,0.9024390243902439,0.8536585365853658,21,16,0.14039307081375227,0.1413146052391312,1.0,0.7508362812046171
rotate_matrix_clockwise__python__v2,rotate_matrix_clockwise,matrix_transform,python,2,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","def rotate_matrix_clockwise(value):
    output = []
    total_value = len(value)
    for item in range(total_value):
        current = []
        for counter in range(total_value - 1, -1, -1):
            current.append(value[counter][item])
        output.append(current)
    return output",20,63,62,0,0.0,True,0.23131142014089193,0.024546937085688114,0.3878119470186339,14.3413080487353,0.24490046937469215,0.024811074137687683,0.42090649827125726,15.183829101230913,0.928592465577587,0.9967532753944397,0.99852230760359,0.8064516129032258,0.6290322580645161,25,24,0.33453148080005746,0.35531020490002374,0.9032258064516129,1.3565415350052636
adjacent_differences__nl__v1,adjacent_differences,adjacent_transform,nl,1,"Given a list of numbers, create a list of differences between each value and its predecessor.","Create an empty result list. Starting with the second input value, subtract the preceding value from the current value and append the difference. Return the result.",22,30,29,0,0.0,True,0.5266478156735157,0.5195288062095642,0.4355606732656481,15.272786654531956,0.5444178727359094,0.5209313631057739,0.47708135622034226,15.788118309341371,0.8224208190523344,0.8685316443443298,0.9978190454943426,0.41379310344827586,0.2413793103448276,4,3,0.5052157076341766,0.5384029382174569,1.0,2.2792181788084642
is_prime__python__v2,is_prime,primality,python,2,"Given an integer n, determine whether it is prime.","def is_prime(value):
    if value < 2:
        return False
    item = 2
    while item * item <= value:
        if value % item == 0:
            return False
        item += 1
    return True",15,52,51,0,0.0,True,0.06340051801688627,0.002194781322032213,0.1753680553278958,3.2334264188611996,0.06401712410311744,0.002195086795836687,0.17588819811929512,3.2648733292589895,0.9732104364563438,0.9997671842575073,0.9999548664280012,0.9215686274509803,0.8823529411764706,34,31,0.11838996311300434,0.11873687936284114,0.9607843137254902,0.8181112770410294
most_frequent__python__v2,most_frequent,mode_selection,python,2,"Given a non-empty list, return a value with the highest occurrence count, choosing the first such value on ties.","def most_frequent(output):
    value = {}
    for current in output:
        value[current] = value.get(current, 0) + 1
    item = output[0]
    for current in output:
        if value[current] > value[item]:
            item = current
    return item",27,62,61,0,0.0,True,0.2657755027457377,0.02214321494102478,0.452339737759583,16.21230566749,0.27530435632529515,0.024494577199220657,0.4741399654360982,16.793565735843003,0.9055632699708469,0.9972978234291077,0.9989449889933477,0.7704918032786885,0.6065573770491803,15,10,0.35908011757249675,0.37454777220603624,0.9180327868852459,1.1872622675209044
merge_sorted_ascending__python__v3,merge_sorted_ascending,merge_sorted,python,3,"Given two lists sorted in ascending order, merge them into one ascending list.","def merge_sorted_ascending(x, n_count):
    result = []
    element = 0
    entry = 0
    while element < len(x) and entry < len(n_count):
        if x[element] <= n_count[entry]:
            result.append(x[element])
            element += 1
        else:
            result.append(n_count[entry])
            entry += 1
    result.extend(x[element:])
    result.extend(n_count[entry:])
    return result",19,97,96,0,0.0,True,0.16923266359161815,0.0061095827259123325,0.3787073083445416,16.246335704795342,0.1769806574346937,0.006382841616868973,0.40213843522426096,16.990143113730596,0.9467872402941188,0.9993826150894165,0.9991481024771929,0.8541666666666666,0.7604166666666666,35,20,0.2577577672300824,0.26917641626473116,0.9583333333333334,1.0957279565466564
is_nondecreasing__python__v1,is_nondecreasing,monotonicity,python,1,"Given a list of numbers, determine whether it is in nondecreasing order.","def is_nondecreasing(values):
    for index in range(1, len(values)):
        if values[index - 1] > values[index]:
            return False
    return True",20,37,36,0,0.0,True,0.07507272668408405,0.002451344160363078,0.16278982893120417,2.7026181606270256,0.0753679596366889,0.0024763097753748298,0.16322895000620416,2.7132465469208,0.9758782519234551,0.9997705817222595,0.9999781035714679,0.9166666666666666,0.8055555555555556,23,14,0.10412937955219864,0.10463827166290035,1.0,0.7160227517887113
numeric_palindrome__nl__v2,numeric_palindrome,numeric_reverse,nl,2,"Given a nonnegative integer, determine whether its decimal digits form a palindrome.",Save the original number and build its reversed decimal value digit by digit. Compare the reversed value with the original and output whether they are equal.,19,28,27,0,0.0,True,0.47773851121396377,0.5271562933921814,0.422925906359807,12.898939802777022,0.48080870572313733,0.5314229130744934,0.4269465870607023,12.981835054524709,0.8273690320827343,0.8585103154182434,0.9997135864363776,0.4444444444444444,0.25925925925925924,2,2,0.550304846229175,0.5547993434369206,0.9259259259259259,3.900739290240583
fibonacci_first_n__python__v3,fibonacci_first_n,fibonacci,python,3,"Given a nonnegative integer n, return the first n Fibonacci values starting with zero and one.","def fibonacci_first_n(result):
    entry = 0
    x = 1
    n_count = []
    for element in range(result):
        n_count.append(entry)
        entry, x = x, entry + x
    return n_count",23,51,50,0,0.0,True,0.24786337822733912,0.03255256451666355,0.4423913328920006,12.393168911366956,0.2639042982348474,0.03424290381371975,0.47471186885642985,13.195214911742369,0.9212517374753952,0.9955405294895172,0.9983413207530976,0.8,0.6,19,12,0.3568977104928772,0.3816089860581774,0.88,1.9439090628629492
binary_search_insertion__python__v2,binary_search_insertion,binary_search,python,2,"Given an ascending sorted list and a target value, return the index where the target could be inserted while preserving order.","def binary_search_insertion(counter, output):
    value = 0
    item = len(counter)
    while value < item:
        current = (value + item) // 2
        if counter[current] < output:
            value = current + 1
        else:
            item = current
    return value",27,66,65,0,0.0,True,0.2586777853889194,0.028939878568053246,0.4444222901568327,16.81405605027976,0.2754759481173376,0.03222101554274559,0.48379600428295383,17.905936627626943,0.9100311343486492,0.9958624243736267,0.9981765288573045,0.8,0.5692307692307692,27,11,0.36484651530963674,0.3928138518556352,0.9230769230769231,1.467734685027692
selection_sort_ascending__python__v2,selection_sort_ascending,selection_sort,python,2,"Given a list of numbers, sort it in ascending order using selection sort and return the sorted copy.","def selection_sort_ascending(counter):
    output = counter[:]
    for current in range(len(output)):
        item = current
        for value in range(current + 1, len(output)):
            if output[value] < output[item]:
                item = value
        output[current], output[item] = output[item], output[current]
    return output",24,69,68,0,0.0,True,0.12737188085742612,0.007409564917907119,0.2527370201863905,8.661287898304977,0.13103128521041352,0.007465234026312828,0.26535159537393727,8.91012739430812,0.963692365323796,0.999138206243515,0.9996377720552332,0.8823529411764706,0.7058823529411765,37,13,0.20688098520975867,0.21353184091517438,0.9117647058823529,1.3353050432032187
ordered_intersection__nl__v3,ordered_intersection,ordered_intersection,nl,3,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","Initialize an empty result. Process each value in the first list. If that value occurs in the second list, append it to the result. Produce the result.",31,32,31,0,0.0,True,0.36668060381235856,0.1890692263841629,0.43271684985382314,11.367098718183115,0.3787436603358196,0.19295765459537506,0.45084459236551994,11.741053470410407,0.872512674139392,0.9632762670516968,0.9988093876069591,0.6129032258064516,0.3870967741935484,5,4,0.43931914622274537,0.45322154331952336,0.9354838709677419,1.857451666151211
sum_negative__nl__v1,sum_negative,sign_sum,nl,1,"Given a list of numbers, sum only the negative values.","Start the total at zero. Examine every number. Whenever a number is less than zero, add it to the total. Return the total after the list has been processed.",16,35,34,0,0.0,True,0.4913084160173586,0.27521465718746185,0.5486346722002134,16.70448614459019,0.5096628040243077,0.27835799753665924,0.5878668091816975,17.328535336826462,0.8242738917469978,0.9405055046081543,0.9978087597033557,0.5588235294117647,0.3235294117647059,8,3,0.5454887927326402,0.5739440691170536,0.9705882352941176,2.1358993014506695
keep_letters__python__v1,keep_letters,string_filter,python,1,"Given a string, return a new string containing only alphabetic characters.","def keep_letters(text):
    result = """"
    for char in text:
        if char.isalpha():
            result += char
    return result",18,29,28,0,0.0,True,0.20970126832042166,0.002503615920431912,0.44136813702757743,5.871635512971807,0.21187286755925275,0.0025481352349743247,0.4474428360982732,5.932440291659077,0.9184053476367678,0.999752014875412,0.9997700112206596,0.8214285714285714,0.75,20,14,0.2777420978468904,0.2800937444754473,1.0,0.6921604044296673
is_strictly_increasing__python__v3,is_strictly_increasing,monotonicity,python,3,"Given a list of numbers, determine whether it is strictly increasing.","def is_strictly_increasing(entry):
    for element in range(1, len(entry)):
        if entry[element - 1] >= entry[element]:
            return False
    return True",17,39,38,0,0.0,True,0.07617858897375347,0.001858556759543717,0.18436146054505714,2.894786381002632,0.07665579023566686,0.0018694743630476296,0.18593749754499525,2.912920028955341,0.9751345781903518,0.9998250603675842,0.9999614891253019,0.8947368421052632,0.8157894736842105,24,23,0.11892671548372852,0.1197685092835879,0.9473684210526315,1.159521985119553
rotate_right_one__python__v2,rotate_right_one,rotation,python,2,"Given a non-empty list, rotate it right by one position.","def rotate_right_one(current):
    item = [current[-1]]
    for value in current[:-1]:
        item.append(value)
    return item",17,30,29,0,0.0,True,0.2992964276478421,0.033111024647951126,0.45821044613056217,8.679596401787421,0.30715860119957583,0.033494845032691956,0.4731896854134346,8.907599434787699,0.9041496278910801,0.995745837688446,0.9991920487634067,0.7586206896551724,0.5862068965517241,13,10,0.3307296832598305,0.33829543060554507,0.896551724137931,1.9485707512729216
partition_by_threshold__nl__v3,partition_by_threshold,partition,nl,3,"Given a list of numbers and a threshold, return two lists: values below the threshold and values at least the threshold, preserving order.",Initialize two empty result lists. Process each number and append it to the below-threshold list or the other list according to the comparison. Produce both lists.,31,31,30,0,0.0,True,0.561767107968141,0.593542605638504,0.4332452647229997,16.85301323904423,0.5794481172012941,0.6014315187931061,0.4529111513388021,17.383443516038824,0.8143361806869507,0.8148830533027649,0.9983626921971639,0.36666666666666664,0.2,3,2,0.5065949590563581,0.5254467897687172,0.9333333333333333,3.0615546321987495
adjacent_differences__python__v2,adjacent_differences,adjacent_transform,python,2,"Given a list of numbers, create a list of differences between each value and its predecessor.","def adjacent_differences(current):
    value = []
    for item in range(1, len(current)):
        value.append(current[item] - current[item - 1])
    return value",22,37,36,0,0.0,True,0.2096524500363254,0.016104113310575485,0.36905363817697706,7.547488201307715,0.2111979548777122,0.016178377903997898,0.37114277631060166,7.60312637559764,0.9243870220250554,0.9978609681129456,0.9998706264628304,0.75,0.6388888888888888,14,7,0.2873733806261693,0.2891917436132124,0.9166666666666666,1.8858568778829767
count_unique_words__nl__v1,count_unique_words,word_count,nl,1,"Given a string containing words separated by whitespace, count the distinct words.","Split the string on whitespace, place the words into a set, and return the size of the set.",18,21,20,0,0.0,True,0.4334250034764409,0.24997691810131073,0.4411463311768986,8.668500069528818,0.4402800749056041,0.2581366151571274,0.4539239077773163,8.805601498112082,0.8384629011154174,0.9461961984634399,0.999324095249176,0.6,0.25,4,1,0.39794869402325467,0.40691192080511857,1.0,1.0204883836428054
count_even__python__v3,count_even,parity_count,python,3,"Given a list of integers, count how many values are even.","def count_even(x):
    element = 0
    for entry in x:
        if entry % 2 == 0:
            element += 1
    return element",17,36,35,0,0.0,True,0.15088693926071364,0.015306610614061356,0.2996230110338949,5.281042874124978,0.15243400542021845,0.01575469970703125,0.30240356579629596,5.335190189707646,0.9441767692565918,0.9982113242149353,0.9998668568474905,0.8571428571428571,0.7428571428571429,16,15,0.20749254682018278,0.20924733205623958,0.9428571428571428,1.2400562635113925
filter_mapping_by_value__nl__v3,filter_mapping_by_value,dictionary_transform,nl,3,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","Initialize with an empty result dictionary. Process each key and value. If the value is greater than the threshold, copy that entry into the result. Produce the result.",29,33,32,0,0.0,True,0.31038838885524456,0.16721352189779282,0.3080930822500887,9.932428443367826,0.31478824172972963,0.16856743395328522,0.3116980575952705,10.073223735351348,0.8908406011760235,0.9632851481437683,0.9996541012078524,0.625,0.3125,8,3,0.3117980366223492,0.3157332217707599,0.90625,2.7396276756032876
filter_nonnegative__python__v2,filter_nonnegative,sign_filter,python,2,"Given a list of numbers, create a new list containing only values greater than or equal to zero.","def filter_nonnegative(current):
    item = []
    for value in current:
        if value >= 0:
            item.append(value)
    return item",24,31,30,0,0.0,True,0.255858654727975,0.007867683889344335,0.45360053496723035,7.6757596418392495,0.2693166051552301,0.007924166042357683,0.480884175570553,8.079498154656903,0.9087329298257828,0.9990729987621307,0.998490043481191,0.7666666666666667,0.6666666666666666,10,7,0.37438206113463446,0.3830471276250419,0.9,2.1637270216335915
ordered_intersection__nl__v1,ordered_intersection,ordered_intersection,nl,1,"Given two lists, return values from the first list that also occur in the second list, preserving duplicates and order from the first list.","Create an empty result. Examine each value in the first list. If that value occurs in the second list, append it to the result. Return the result.",31,33,32,0,0.0,True,0.3172860447957646,0.18623298406600952,0.3694506387065431,10.153153433464468,0.32921589734542067,0.18669630959630013,0.3852437292231584,10.534908715053461,0.8990069851279259,0.959059327840805,0.9988730736076832,0.6875,0.4375,7,4,0.3838488317485298,0.40285930266573783,0.96875,1.4571696140587846
string_palindrome__python__v3,string_palindrome,palindrome_test,python,3,"Given a string, determine whether it reads the same forward and backward.","def string_palindrome(x):
    element = 0
    entry = len(x) - 1
    while element < entry:
        if x[element] != x[entry]:
            return False
        element += 1
        entry -= 1
    return True",18,57,56,0,0.0,True,0.17981891051856888,0.013542083092033863,0.4249927530003043,10.069858989039858,0.1940129988642931,0.013856330886483192,0.46958547765219993,10.864727936400413,0.941731008035796,0.9984130859375,0.9982514626213482,0.8928571428571429,0.6964285714285714,39,14,0.3155323785542516,0.34130605119680696,0.9642857142857143,1.036168360922941
count_unique_words__python__v3,count_unique_words,word_count,python,3,"Given a string containing words separated by whitespace, count the distinct words.","def count_unique_words(element):
    x = element.split()
    entry = set(x)
    return len(entry)",18,23,22,0,0.0,True,0.3566036234366369,0.12223479151725769,0.4681422135877316,7.8452797156060115,0.37146714094507677,0.12861232087016106,0.4963442132138735,8.172277100791689,0.887605832381682,0.981107234954834,0.9983756677670912,0.6818181818181818,0.4090909090909091,3,2,0.5923415250699258,0.6191295510922957,0.8636363636363636,2.837333350451114
gcd_list__python__v1,gcd_list,gcd_family,python,1,"Given a non-empty list of nonnegative integers, compute the greatest common divisor of all values.","def gcd_list(values):
    current = values[0]
    for value in values[1:]:
        a = current
        b = value
        while b != 0:
            a, b = b, a % b
        current = a
    return current",23,56,55,0,0.0,True,0.16211746811492792,0.000982054159976542,0.3356862245721795,8.916460746321036,0.1630083857076856,0.001018390292301774,0.3370018690751678,8.965461213922708,0.937902178547599,0.9999094009399414,0.9999250823801215,0.8181818181818182,0.7636363636363637,17,17,0.24882848655470802,0.24879600532515858,1.0,0.7126544304874036
dedupe_first__python__v2,dedupe_first,deduplication,python,2,"Given a list, remove duplicate values while keeping the first occurrence of each value.","def dedupe_first(current):
    item = []
    for value in current:
        if value not in item:
            item.append(value)
    return item",20,31,30,0,0.0,True,0.2342284336486197,0.006913444260135293,0.43143799148440487,7.026853009458591,0.24347036469877517,0.00721875368617475,0.44693419109985283,7.304110940963255,0.9253620386123658,0.9992741942405701,0.9990942279497782,0.7666666666666667,0.7333333333333333,18,18,0.2380106481715647,0.2507727230603105,0.9,2.1576931566096826
anti_diagonal_sum__nl__v3,anti_diagonal_sum,diagonal_aggregate,nl,3,"Given a square matrix, calculate the sum of its anti-diagonal.","Initialize a total at zero. For every row index, add the element whose column index is the mirrored position from the right. Produce the total.",18,29,28,0,0.0,True,0.7562336184949215,0.635714203119278,0.6136863693026247,21.174541317857802,0.8062278840557805,0.6653851866722107,0.6799563050768805,22.574380753561854,0.7668523043394089,0.8192160129547119,0.9938617199659348,0.35714285714285715,0.10714285714285714,5,2,0.6346889562490914,0.6906720591640031,0.8928571428571429,3.3614670201620487
matrix_find_position__nl__v1,matrix_find_position,matrix_search,nl,1,"Given a matrix and a target value, return the row and column of the first occurrence in row-major order, or minus one for both if absent.","Scan rows from top to bottom and columns from left to right. When a value equals the target, return its row and column indices. If no match exists, return minus one for both indices.",34,39,38,0,0.0,True,0.531414833115904,0.32279281318187714,0.5476084651216757,20.19376365840435,0.5447136833000082,0.32608795166015625,0.5654760005782616,20.699119965400314,0.8169733968220259,0.9249686002731323,0.9986088511190916,0.5526315789473685,0.2631578947368421,5,3,0.4703243745434274,0.4753131386304803,1.0,1.3786225019641554
rotate_matrix_clockwise__nl__v2,rotate_matrix_clockwise,matrix_transform,nl,2,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","Build an empty result. For each original column from left to right, build a row by reading that column from bottom to top. Add each row and output the result.",20,34,33,0,0.0,True,0.8279315753783466,0.8781185746192932,0.6232901257276529,27.32174198748544,0.9030454295588601,0.8857191205024719,0.7552699070760595,29.800499175442383,0.7117769934914329,0.734053373336792,0.9897495128891685,0.36363636363636365,0.15151515151515152,3,3,0.6262482013262343,0.752637859332026,0.9090909090909091,3.0039121689562416
matrix_column_sums__nl__v3,matrix_column_sums,matrix_aggregate,nl,3,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","Initialize an empty result list. For each column index, start a total at zero, add that column's value from every row, and append the total. Produce the result.",23,35,34,0,0.0,True,0.5708314006299,0.5606648325920105,0.410718625932255,19.4082676214166,0.574480301618357,0.5640140771865845,0.41278611814987815,19.532330255024135,0.7975215175572563,0.8600541651248932,0.9997042768141803,0.35294117647058826,0.14705882352941177,4,2,0.44827596185672464,0.45183383628274454,0.9117647058823529,3.1638034171654215
transpose_matrix__python__v1,transpose_matrix,matrix_transform,python,1,"Given a non-empty rectangular matrix, return its transpose.","def transpose_matrix(matrix):
    result = []
    for col in range(len(matrix[0])):
        new_row = []
        for row in matrix:
            new_row.append(row[col])
        result.append(new_row)
    return result",15,46,45,0,0.0,True,0.07222904016092255,0.0015272371238097548,0.19441785773178658,3.2503068072415147,0.07267630367394418,0.0015321766259148717,0.19555610361028034,3.270433665327488,0.977410003874037,0.9998522996902466,0.9999655564626058,0.9111111111111111,0.8666666666666667,35,34,0.12003021280681542,0.120558706317828,1.0,0.8177136564160877
