trajectory_id,program_id,task_id,family,variant,condition,task_text,reference_text,boundary_crossed,reference_start_token_index,token_count,analysis_token_count,trajectory_valid,mean_entropy_top20,median_entropy_top20,mean_entropy_valid_vocab,median_entropy_valid_vocab,semantic_step_balanced_entropy_top20,mean_p1,median_p1,mean_top20_mass,mean_reference_surprisal,median_reference_rank,fraction_p1_ge_090,fraction_p1_ge_099,step_mapped_token_fraction,boundary_overlap_token_fraction,unmapped_token_fraction
merge_sorted_descending__v3__nl_exp7_anchor,merge_sorted_descending__v3,merge_sorted_descending,merge_sorted,3,nl_exp7_anchor,"Given two lists sorted in descending order, merge them into one descending list.",Initialize an empty result and place one index at the start of each list. Repeatedly append the larger current value and advance its index. Place any remaining values and return the result.,False,27,37,36,True,1.173345702364006,1.1636844873428345,1.3888831134471629,1.259547233581543,,0.6337836525506444,0.6451101899147034,0.9685641212595834,2.3588244784849746,1.5,0.2222222222222222,0.027777777777777776,,,
first_even_index__v2__procedural_prose,first_even_index__v2,first_even_index,first_match_index,2,procedural_prose,"Given a list of integers, return the index of the first even value, or minus one if none exists.","Define a procedure named first_even_index that receives current.
For each (item, value) in enumerate(current), do the following.
    If (value % 2) equals 0, do the following.
        Return item.
Return -1.",False,34,59,58,True,0.887039951504417,0.7628202140331268,1.0220974729645291,0.8434838354587555,0.7771510555999968,0.7104016072277365,0.7565067708492279,0.9826897577992801,1.7265418128763799,1.0,0.27586206896551724,0.1206896551724138,1.0,0.0,0.0
is_strictly_increasing__v1__pseudocode,is_strictly_increasing__v1,is_strictly_increasing,monotonicity,1,pseudocode,"Given a list of numbers, determine whether it is strictly increasing.","PROCEDURE is_strictly_increasing(values)
FOR index IN range(1, len(values))
    IF values[(index - 1)] >= values[index]
        RETURN FALSE
RETURN TRUE",False,23,49,48,True,0.625406503706472,0.24110309779644012,0.731225221128625,0.3355463445186615,0.6169761067470683,0.7946964800357819,0.9486119151115417,0.9870820815364519,1.1092703888240483,1.0,0.5208333333333334,0.3125,1.0,0.0,0.0
invert_unique_map__v2__python_opaque,invert_unique_map__v2,invert_unique_map,dictionary_transform,2,python_opaque,"Given a dictionary whose values are unique, return a new dictionary mapping each original value to its original key.","def zav0(mip0):
    tuk0 = {}
    for qel0, vor0 in mip0.items():
        tuk0[vor0] = qel0
    return tuk0",False,31,51,50,True,0.5935269921878352,0.24241958558559418,0.967210001978674,0.25022561848163605,0.7924554069012105,0.8219499657303095,0.9509268999099731,0.9418190234899521,1.8153273038374755,1.0,0.64,0.42,1.0,0.0,0.0
rotate_matrix_clockwise__v1__nl_exp7_anchor,rotate_matrix_clockwise__v1,rotate_matrix_clockwise,matrix_transform,1,nl_exp7_anchor,"Given a non-empty square matrix, return a new matrix rotated ninety degrees clockwise.","Create an empty result. For each original column from left to right, build a row by reading that column from bottom to top. Append each row and return the result.",False,30,34,33,True,1.2476077189273906,1.271928310394287,1.5283336034326842,1.4592101573944092,,0.6071181893348694,0.6414932608604431,0.9557476152073253,2.1664242868481036,1.0,0.15151515151515152,0.06060606060606061,,,
gcd_list__v1__nl_exp7_anchor,gcd_list__v1,gcd_list,gcd_family,1,nl_exp7_anchor,"Given a non-empty list of nonnegative integers, compute the greatest common divisor of all values.","Use the first value as the current gcd. For each remaining value, repeatedly apply the Euclidean algorithm to combine it with the current gcd. Return the final gcd.",False,32,38,37,True,1.1936950296780247,1.20693039894104,1.4941122500332877,1.4109525680541992,,0.6276365168191291,0.6501674652099609,0.9533604335140538,1.362007643556894,1.0,0.2702702702702703,0.16216216216216217,,,
selection_sort_descending__v3__python_canonical,selection_sort_descending__v3,selection_sort_descending,selection_sort,3,python_canonical,"Given a list of numbers, sort it in descending order using selection sort and return the sorted copy.","def selection_sort_descending(n_count):
    result = n_count[:]
    for x in range(len(result)):
        element = x
        for entry in range(x + 1, len(result)):
            if result[entry] > result[element]:
                element = entry
        result[x], result[element] = result[element], result[x]
    return result",False,31,94,93,True,0.28624940515052705,0.05605648085474968,0.3140557719064721,0.05620595067739487,0.4325893210206737,0.9091679642918289,0.9910778999328613,0.9969810984467947,0.7190998696624256,1.0,0.7311827956989247,0.5376344086021505,1.0,0.0,0.0
group_by_length__v3__nl_exp7_anchor,group_by_length__v3,group_by_length,grouping,3,nl_exp7_anchor,"Given a list of strings, build a dictionary grouping strings by their length while preserving input order inside each group.","Initialize with an empty dictionary. Process each string, use its length as the key, create an empty list for a new key, and append the string to that key's list. Produce the dictionary.",False,34,42,41,True,1.0456966800052991,1.0498452186584473,1.1855500204852079,1.1668047904968262,,0.6720823603795796,0.6863605976104736,0.9799036427241999,1.7425448780344506,1.0,0.2682926829268293,0.04878048780487805,,,
minmax_normalize__v3__procedural_prose,minmax_normalize__v3,minmax_normalize,bounded_numeric_transform,3,procedural_prose,"Given a non-empty list of numbers with distinct minimum and maximum values, scale each value into the interval from zero to one using min-max normalization.","Define a procedure named minmax_normalize that receives n_count.
Set entry to min(n_count).
Set element to max(n_count).
Set x to [].
For each result in n_count, do the following.
    Append ((result - entry) / (element - entry)) to x.
Return x.",False,42,76,75,True,0.9168995951814577,0.7446944713592529,1.1197101964157385,0.8412714004516602,1.023204234708523,0.7133018723130227,0.7743445634841919,0.9706861718495687,1.8923946149420225,1.0,0.4,0.18666666666666668,1.0,0.0,0.0
matrix_contains__v3__python_opaque,matrix_contains__v3,matrix_contains,matrix_search,3,python_opaque,"Given a matrix and a target value, determine whether the target occurs anywhere in the matrix.","def zav0(mip0, tuk0):
    for qel0 in mip0:
        for vor0 in qel0:
            if vor0 == tuk0:
                return True
    return False",False,28,53,52,True,0.6608404863565318,0.20038139820098877,1.0200572520060143,0.2813931256532669,0.6252589354141573,0.7934418635872694,0.9608350098133087,0.9454198812062924,1.8347663778229337,1.0,0.6153846153846154,0.38461538461538464,1.0,0.0,0.0
count_digits__v2__python_opaque,count_digits__v2,count_digits,digit_count,2,python_opaque,"Given a positive integer, count its decimal digits.","def zav0(mip0):
    tuk0 = 0
    while mip0 > 0:
        mip0 //= 10
        tuk0 += 1
    return tuk0",False,21,51,50,True,0.6169111932098167,0.18145933747291565,0.8768076129152905,0.21323848515748978,0.6581345801596601,0.8090215238928795,0.9675798714160919,0.9639218926429749,1.5414278874670708,1.0,0.6,0.36,1.0,0.0,0.0
is_nondecreasing__v3__pseudocode,is_nondecreasing__v3,is_nondecreasing,monotonicity,3,pseudocode,"Given a list of numbers, determine whether it is in nondecreasing order.","PROCEDURE is_nondecreasing(entry)
FOR element IN range(1, len(entry))
    IF entry[(element - 1)] > entry[element]
        RETURN FALSE
RETURN TRUE",False,27,47,46,True,0.7118215014798688,0.6025464236736298,0.8328422553958776,0.7442848384380341,0.7076362826562087,0.7637434546714243,0.8116352260112762,0.9852900479150855,1.4239394558699923,1.0,0.45652173913043476,0.2391304347826087,1.0,0.0,0.0
linear_last_index__v3__controlled_nl,linear_last_index__v3,linear_last_index,linear_search,3,controlled_nl,"Given a list and a target, return the index of the last target occurrence or minus one if absent.","PROCEDURE linear_last_index INPUT n_count, x:
SET element TO -1.
FOR EACH (entry, result) IN enumerate(n_count):
    IF result = x:
        SET element TO entry.
RETURN element",False,33,57,56,True,1.025122659014804,1.0140644907951355,1.4039241536520422,1.1605465412139893,0.905657225723068,0.6798131298273802,0.7160650789737701,0.9459909317748887,2.6049132497615313,1.5,0.30357142857142855,0.05357142857142857,1.0,0.0,0.0
absolute_values__v2__procedural_prose,absolute_values__v2,absolute_values,element_transform,2,procedural_prose,"Given a list of numbers, create a list containing the absolute value of each element.","Define a procedure named absolute_values that receives current.
Set item to [].
For each value in current, do the following.
    Append abs(value) to item.
Return item.",False,27,43,42,True,0.9988764142617583,0.9018495976924896,1.1955156887748413,0.987796425819397,1.0987176492975819,0.683165851803053,0.7295307517051697,0.9732757792586372,1.9839987036871858,1.0,0.38095238095238093,0.09523809523809523,1.0,0.0,0.0
gcd_two__v1__controlled_nl,gcd_two__v1,gcd_two,gcd_family,1,controlled_nl,"Given two nonnegative integers, compute their greatest common divisor using the Euclidean algorithm.","PROCEDURE gcd_two INPUT a, b:
WHILE b != 0:
    SET (a, b) TO (b, (a % b)).
RETURN a",False,31,41,40,True,0.8459943494846811,0.5977100729942322,1.0582057585445,0.6586445868015289,0.8531881921906403,0.7284212529659271,0.8302298784255981,0.9714541956782341,1.6310276529637122,1.0,0.45,0.175,1.0,0.0,0.0
count_digits__v2__pseudocode,count_digits__v2,count_digits,digit_count,2,pseudocode,"Given a positive integer, count its decimal digits.","PROCEDURE count_digits(value)
item <- 0
WHILE value > 0
    value <- value // 10
    item <- item + 1
RETURN item",False,21,45,44,True,0.7290530223194351,0.39021313190460205,0.9509085616803283,0.5591510832309723,0.7678114592434011,0.7580886244435202,0.8976131975650787,0.9707663465629924,1.0186767776103807,1.0,0.5,0.25,1.0,0.0,0.0
list_palindrome__v3__pseudocode,list_palindrome__v3,list_palindrome,palindrome_test,3,pseudocode,"Given a list, determine whether its values read the same forward and backward.","PROCEDURE list_palindrome(x)
element <- 0
entry <- (len(x) - 1)
WHILE element < entry
    IF x[element] != x[entry]
        RETURN FALSE
    element <- element + 1
    entry <- entry - 1
RETURN TRUE",False,25,74,73,True,0.7221916541393387,0.4335470199584961,0.9524925220231462,0.5087215900421143,0.8175628285956071,0.7734772956942859,0.8961737751960754,0.9676875839494679,1.0685466597415767,1.0,0.4931506849315068,0.2876712328767123,1.0,0.0,0.0
filter_nonnegative__v2__nl_exp7_anchor,filter_nonnegative__v2,filter_nonnegative,sign_filter,2,nl_exp7_anchor,"Given a list of numbers, create a new list containing only values greater than or equal to zero.","Begin with an empty result list. Inspect every number. If a number is at least zero, add it to the result. Output the result after processing the input.",False,30,34,33,True,0.7632310597056692,0.5642668604850769,0.8360212135947112,0.6330822706222534,,0.7600541485078407,0.8578197956085205,0.9910531965169039,1.94623772342774,1.0,0.3939393939393939,0.06060606060606061,,,
scan_min__v3__python_opaque,scan_min__v3,scan_min,scan_extremum,3,python_opaque,"Given a non-empty list of numbers, find the smallest value by scanning the list once.","def zav0(mip0):
    tuk0 = mip0[0]
    for qel0 in mip0[1:]:
        if qel0 < tuk0:
            tuk0 = qel0
    return tuk0",False,30,61,60,True,0.6235201929252071,0.20196428149938583,0.9312995134981369,0.21494566649198532,0.7176810264314535,0.8038027198364337,0.9647349417209625,0.9527553776899974,1.4066989032046422,1.0,0.6333333333333333,0.38333333333333336,1.0,0.0,0.0
lcm_two__v1__pseudocode,lcm_two__v1,lcm_two,lcm_family,1,pseudocode,"Given two positive integers, compute their least common multiple using their greatest common divisor.","PROCEDURE lcm_two(a, b)
x <- a
y <- b
WHILE y != 0
    (x, y) <- (y, (x % y))
RETURN ((a // x) * b)",False,28,56,55,True,0.830346428886564,0.7181975841522217,1.0298527192959392,0.7955714464187622,0.9701497970179411,0.7222550378604369,0.7971543669700623,0.9746170975945213,1.2729265698877332,1.0,0.43636363636363634,0.14545454545454545,1.0,0.0,0.0
reverse_list__v3__nl_exp7_anchor,reverse_list__v3,reverse_list,reverse_sequence,3,nl_exp7_anchor,"Given a list, create a new list containing the same values in reverse order.",Initialize an empty result list. Process the input from the last position to the first and append each value to the result. Produce the result.,False,26,29,28,True,0.9305481119081378,1.0576438307762146,1.0050352541729808,1.1621595621109009,,0.6892085405332702,0.6774702668190002,0.9912820884159633,1.8232214977864973,1.0,0.32142857142857145,0.03571428571428571,,,
scan_min__v1__pseudocode,scan_min__v1,scan_min,scan_extremum,1,pseudocode,"Given a non-empty list of numbers, find the smallest value by scanning the list once.","PROCEDURE scan_min(values)
best <- values[0]
FOR value IN values[1:]
    IF value < best
        best <- value
RETURN best",False,30,41,40,True,0.9193363186204806,0.6182464361190796,1.1849891452351584,0.7116045951843262,0.721789318188611,0.6968251613900065,0.8342694342136383,0.9634389996528625,1.45964156932896,1.0,0.35,0.125,1.0,0.0,0.0
matrix_column_sums__v2__pseudocode,matrix_column_sums__v2,matrix_column_sums,matrix_aggregate,2,pseudocode,"Given a non-empty rectangular matrix of numbers, return a list containing the sum of each column.","PROCEDURE matrix_column_sums(value)
current <- []
FOR item IN range(len(value[0]))
    counter <- 0
    FOR output IN value
        counter <- counter + output[item]
    current.append(counter)
RETURN current",False,31,64,63,True,0.688294409973813,0.2620701193809509,0.8949586494847954,0.33332669734954834,0.9311540893048957,0.7756383842419065,0.9494990706443787,0.9723317396073115,1.431609461630629,1.0,0.5555555555555556,0.20634920634920634,1.0,0.0,0.0
lcm_two__v3__pseudocode,lcm_two__v3,lcm_two,lcm_family,3,pseudocode,"Given two positive integers, compute their least common multiple using their greatest common divisor.","PROCEDURE lcm_two(element, entry)
x <- element
result <- entry
WHILE result != 0
    (x, result) <- (result, (x % result))
RETURN ((element // x) * entry)",False,28,56,55,True,0.9952437209304084,1.0230246782302856,1.3246628430587324,1.2240294218063354,1.135933974866445,0.6866336126219142,0.704269289970398,0.9558633013205095,1.9824902174063026,1.0,0.32727272727272727,0.03636363636363636,1.0,0.0,0.0
clamp_values__v3__procedural_prose,clamp_values__v3,clamp_values,bounded_numeric_transform,3,procedural_prose,"Given a list of numbers and lower and upper bounds, clamp each value into the inclusive interval.","Define a procedure named clamp_values that receives n_count, element and x.
Set entry to [].
For each result in n_count, do the following.
    If result is less than element, do the following.
        Append element to entry.
    Otherwise, do the following.
        If result is greater than x, do the following.
            Append x to entry.
        Otherwise, do the following.
            Append result to entry.
Return entry.",False,30,105,104,True,0.8306457015434996,0.487040251493454,1.0094505694556015,0.5370844900608063,0.946011175326773,0.7377808467986492,0.8981033861637115,0.9751287503884389,1.4101300987041703,1.0,0.49038461538461536,0.2980769230769231,0.8787878787878788,0.0,0.12121212121212122
digit_product__v2__python_opaque,digit_product__v2,digit_product,digit_aggregate,2,python_opaque,"Given a positive integer, compute the product of its decimal digits.","def zav0(mip0):
    tuk0 = 1
    while mip0 > 0:
        tuk0 *= mip0 % 10
        mip0 //= 10
    return tuk0",False,24,56,55,True,0.5361536408520557,0.15756629407405853,0.7670467033230869,0.1800062358379364,0.5905547188485798,0.8306159656156193,0.968694806098938,0.9685106700116938,1.373164417801143,1.0,0.6,0.41818181818181815,1.0,0.0,0.0
main_diagonal_sum__v2__python_opaque,main_diagonal_sum__v2,main_diagonal_sum,diagonal_aggregate,2,python_opaque,"Given a square matrix, calculate the sum of its main diagonal.","def zav0(mip0):
    tuk0 = 0
    for qel0 in range(len(mip0)):
        tuk0 += mip0[qel0][qel0]
    return tuk0",False,23,56,55,True,0.5897101578524929,0.15018530189990997,0.8789977951956892,0.1659926027059555,0.7994837734299168,0.8217246090823954,0.9759406447410583,0.9565881685777144,1.6142029093377872,1.0,0.6,0.41818181818181815,1.0,0.0,0.0
scan_max__v2__python_canonical,scan_max__v2,scan_max,scan_extremum,2,python_canonical,"Given a non-empty list of numbers, find the largest value by scanning the list once.","def scan_max(current):
    item = current[0]
    for value in current[1:]:
        if value > item:
            item = value
    return item",False,30,41,40,True,0.467607047688216,0.06611518934369087,0.5416793103679083,0.06825991719961166,0.5729302857743783,0.8573065653443337,0.9909895956516266,0.9901948511600495,0.9104309985123109,1.0,0.7,0.525,1.0,0.0,0.0
contains_zero__v2__nl_exp7_anchor,contains_zero__v2,contains_zero,membership_test,2,nl_exp7_anchor,"Given a list of numbers, determine whether zero occurs in the list.","Inspect the numbers one by one. When the current number equals zero, output true immediately. When the scan finishes without finding zero, output false.",False,24,31,30,True,1.11214406415044,1.1658978462219238,1.2639318481630957,1.276566743850708,,0.6520781114697456,0.6532072126865387,0.9800520956516265,1.8186935791520227,1.0,0.26666666666666666,0.1,,,
binary_search_insertion__v1__controlled_nl,binary_search_insertion__v1,binary_search_insertion,binary_search,1,controlled_nl,"Given an ascending sorted list and a target value, return the index where the target could be inserted while preserving order.","PROCEDURE binary_search_insertion INPUT values, target:
SET low TO 0.
SET high TO len(values).
WHILE low < high:
    SET middle TO ((low + high) // 2).
    IF values[middle] < target:
        SET low TO (middle + 1).
    ELSE
        SET high TO middle.
RETURN low",False,35,86,85,True,0.5948012576592566,0.2261718362569809,0.7180153583162738,0.26239022612571716,0.6156602376209641,0.8013200689764584,0.9526033997535706,0.9831687737913692,1.1597768323321147,1.0,0.6,0.25882352941176473,0.9565217391304348,0.0,0.043478260869565216
gcd_two__v3__nl_exp7_anchor,gcd_two__v3,gcd_two,gcd_family,3,nl_exp7_anchor,"Given two nonnegative integers, compute their greatest common divisor using the Euclidean algorithm.","While the second value is not zero, replace the pair with the second value and the remainder of the first divided by the second. Produce the first value when the second becomes zero.",False,31,37,36,True,1.033443031522135,1.0092114806175232,1.2020132463011477,1.096225082874298,,0.6943125687539577,0.7449568212032318,0.9760281989971796,1.1654597831786506,1.0,0.19444444444444445,0.05555555555555555,,,
merge_sorted_descending__v2__python_opaque,merge_sorted_descending__v2,merge_sorted_descending,merge_sorted,2,python_opaque,"Given two lists sorted in descending order, merge them into one descending list.","def zav0(mip0, tuk0):
    qel0 = []
    vor0 = 0
    nex0 = 0
    while vor0 < len(mip0) and nex0 < len(tuk0):
        if mip0[vor0] >= tuk0[nex0]:
            qel0.append(mip0[vor0])
            vor0 += 1
        else:
            qel0.append(tuk0[nex0])
            nex0 += 1
    qel0.extend(mip0[vor0:])
    qel0.extend(tuk0[nex0:])
    return qel0",False,27,163,162,True,0.32319466359375065,0.012666494585573673,0.4663109465083476,0.01364829670637846,0.5129091842043066,0.8978432122571969,0.9985441565513611,0.9791570191766009,0.6748452223429984,1.0,0.8148148148148148,0.6234567901234568,0.989247311827957,0.0,0.010752688172043012
are_disjoint__v3__pseudocode,are_disjoint__v3,are_disjoint,set_relation,3,pseudocode,"Given two collections, determine whether they have no value in common.","PROCEDURE are_disjoint(element, entry)
FOR x IN element
    IF x IN entry
        RETURN FALSE
RETURN TRUE",False,23,31,30,True,1.2111464607839784,1.3207058906555176,1.5644452169537544,1.6915509700775146,1.0653932328912474,0.6125564816097419,0.6111316382884979,0.9494002521038055,1.7984284781618043,1.0,0.23333333333333334,0.1,1.0,0.0,0.0
count_words__v1__controlled_nl,count_words__v1,count_words,word_count,1,controlled_nl,"Given a string containing words separated by whitespace, count the words.","PROCEDURE count_words INPUT text:
SET words TO text.split().
RETURN len(words)",False,24,24,23,True,1.2940558237226114,1.333479881286621,1.7598537232564844,1.9645084142684937,1.250586192735604,0.5796110455108725,0.5921800136566162,0.9385047710460165,2.9074229233614775,2.0,0.17391304347826086,0.043478260869565216,1.0,0.0,0.0
absolute_values__v2__python_opaque,absolute_values__v2,absolute_values,element_transform,2,python_opaque,"Given a list of numbers, create a list containing the absolute value of each element.","def zav0(mip0):
    tuk0 = []
    for qel0 in mip0:
        tuk0.append(abs(qel0))
    return tuk0",False,27,47,46,True,0.6728210468623412,0.20046477764844894,1.0381798482823954,0.22445746511220932,0.9187983322114937,0.7949494457115298,0.963600367307663,0.9460560705350793,1.85687160583138,1.0,0.5869565217391305,0.2826086956521739,1.0,0.0,0.0
contains_zero__v3__pseudocode,contains_zero__v3,contains_zero,membership_test,3,pseudocode,"Given a list of numbers, determine whether zero occurs in the list.","PROCEDURE contains_zero(entry)
FOR element IN entry
    IF element = 0
        RETURN TRUE
RETURN FALSE",False,24,29,28,True,0.8123854267864122,0.7536708414554596,1.0058803316538356,0.8068109750747681,0.6623513950011692,0.7426991994891848,0.799065500497818,0.9748327689511436,1.608606294524699,1.0,0.42857142857142855,0.14285714285714285,1.0,0.0,0.0
count_even_digits__v1__python_canonical,count_even_digits__v1,count_even_digits,digit_count,1,python_canonical,"Given a positive integer, count how many of its decimal digits are even.","def count_even_digits(number):
    count = 0
    while number > 0:
        digit = number % 10
        if digit % 2 == 0:
            count += 1
        number //= 10
    return count",False,26,62,61,True,0.26649790763717573,0.026414865627884865,0.2918877665113422,0.027000488713383675,0.3547717537090951,0.9196740247187067,0.9961836934089661,0.9970674446371736,0.16083624931335538,1.0,0.8032786885245902,0.6557377049180327,1.0,0.0,0.0
merge_sorted_ascending__v1__pseudocode,merge_sorted_ascending__v1,merge_sorted_ascending,merge_sorted,1,pseudocode,"Given two lists sorted in ascending order, merge them into one ascending list.","PROCEDURE merge_sorted_ascending(left_values, right_values)
result <- []
i <- 0
j <- 0
WHILE (i < len(left_values) AND j < len(right_values))
    IF left_values[i] <= right_values[j]
        result.append(left_values[i])
        i <- i + 1
    ELSE
        result.append(right_values[j])
        j <- j + 1
result.extend(left_values[i:])
result.extend(right_values[j:])
RETURN result",False,27,146,145,True,0.35891457109166114,0.03594599664211273,0.41778185267366696,0.04915185272693634,0.45303676346448896,0.8837218566187497,0.9947450160980225,0.9928910843257246,0.5068462225630858,1.0,0.7448275862068966,0.5241379310344828,0.96875,0.0,0.03125
filter_mapping_by_value__v2__nl_exp7_anchor,filter_mapping_by_value__v2,filter_mapping_by_value,dictionary_transform,2,nl_exp7_anchor,"Given a dictionary with numeric values and a threshold, return a new dictionary containing only entries whose value is greater than the threshold.","Begin with an empty result dictionary. Inspect each key and value. When the value is greater than the threshold, copy that entry into the result. Output the result.",False,36,34,33,True,0.6224950401846207,0.3852844834327698,0.6742113995732684,0.40432608127593994,,0.814273993174235,0.9205805659294128,0.9947079113035491,1.8733131661658373,1.0,0.5454545454545454,0.030303030303030304,,,
adjacent_differences__v2__procedural_prose,adjacent_differences__v2,adjacent_differences,adjacent_transform,2,procedural_prose,"Given a list of numbers, create a list of differences between each value and its predecessor.","Define a procedure named adjacent_differences that receives current.
Set value to [].
For each item in range(1, len(current)), do the following.
    Append (current[item] - current[(item - 1)]) to value.
Return value.",False,29,61,60,True,0.9114849570086032,0.7479442954063416,1.122912685398963,0.7723338305950165,1.0718981333332493,0.714559501161178,0.8002843260765076,0.9708029150962829,1.6623449114459314,1.0,0.4,0.13333333333333333,1.0,0.0,0.0
is_subset__v3__nl_exp7_anchor,is_subset__v3,is_subset,set_relation,3,nl_exp7_anchor,"Given two collections, determine whether every value in the first collection occurs in the second.","Process each value in the first collection. If any value is absent from the second collection, return false. Produce true if every value is present.",False,27,30,29,True,0.9735708578393377,0.9584578275680542,1.0771040203499382,1.047485113143921,,0.6863857785175587,0.6529975533485413,0.9881141206313824,1.3413993155439223,1.0,0.27586206896551724,0.06896551724137931,,,
count_character__v2__nl_exp7_anchor,count_character__v2,count_character,char_count,2,nl_exp7_anchor,"Given a string and a character, count how many times that character appears.","Begin a counter at zero. Inspect each character in the string. If it equals the target character, increase the counter by one. Output the counter.",False,25,31,30,True,0.9751019621888797,0.8440895676612854,1.0602958388626575,0.9078769683837891,,0.6734921748439471,0.7006692886352539,0.9892257789770762,1.2811870068622133,1.0,0.3,0.06666666666666667,,,
merge_sorted_ascending__v3__controlled_nl,merge_sorted_ascending__v3,merge_sorted_ascending,merge_sorted,3,controlled_nl,"Given two lists sorted in ascending order, merge them into one ascending list.","PROCEDURE merge_sorted_ascending INPUT x, n_count:
SET result TO [].
SET element TO 0.
SET entry TO 0.
WHILE (element < len(x) AND entry < len(n_count)):
    IF x[element] <= n_count[entry]:
        EXECUTE result.append(x[element]).
        UPDATE element USING + 1.
    ELSE
        EXECUTE result.append(n_count[entry]).
        UPDATE entry USING + 1.
EXECUTE result.extend(x[element:]).
EXECUTE result.extend(n_count[entry:]).
RETURN result",False,27,156,155,True,0.5246146728683192,0.1942172348499298,0.6512042641959382,0.24479249119758606,0.7124980266048028,0.8336908234703926,0.9626970291137695,0.9836668060671898,1.3157339929402012,1.0,0.632258064516129,0.38064516129032255,0.9764705882352941,0.0,0.023529411764705882
dedupe_last__v2__controlled_nl,dedupe_last__v2,dedupe_last,deduplication,2,controlled_nl,"Given a list, remove duplicate values while keeping the last occurrence of each value and preserving the order of those kept occurrences.","PROCEDURE dedupe_last INPUT current:
SET item TO [].
FOR EACH value IN reversed(current):
    IF value NOT IN item:
        EXECUTE item.append(value).
EXECUTE item.reverse().
RETURN item",False,38,58,57,True,1.0462935117906647,0.8725255727767944,1.481309731343859,1.0569829940795898,1.1177773141058251,0.6566920141901886,0.730189859867096,0.9358566152422052,2.312050786906886,1.0,0.3333333333333333,0.07017543859649122,1.0,0.0,0.0
flatten_lists__v1__nl_exp7_anchor,flatten_lists__v1,flatten_lists,flatten_one_level,1,nl_exp7_anchor,"Given a list of lists, flatten exactly one level into a single list.","Create an empty result list. Examine each inner list in order, then append each of its values to the result. Return the result.",False,26,28,27,True,1.0465226493499897,0.9038184881210327,1.219239154347667,1.0390561819076538,,0.6805434260103438,0.7727894186973572,0.9776664663244177,1.4915838580302618,1.0,0.14814814814814814,0.0,,,
is_nondecreasing__v3__procedural_prose,is_nondecreasing__v3,is_nondecreasing,monotonicity,3,procedural_prose,"Given a list of numbers, determine whether it is in nondecreasing order.","Define a procedure named is_nondecreasing that receives entry.
For each element in range(1, len(entry)), do the following.
    If entry[(element - 1)] is greater than entry[element], do the following.
        Return false.
Return true.",False,27,62,61,True,0.8050026172203333,0.6158175468444824,0.9500099781158258,0.6543890237808228,0.8053146779080359,0.742905285514769,0.8466025590896606,0.9800803358437585,1.6101967875681604,1.0,0.4262295081967213,0.21311475409836064,1.0,0.0,0.0
is_prime__v3__python_canonical,is_prime__v3,is_prime,primality,3,python_canonical,"Given an integer n, determine whether it is prime.","def is_prime(entry):
    if entry < 2:
        return False
    element = 2
    while element * element <= entry:
        if entry % element == 0:
            return False
        element += 1
    return True",False,21,58,57,True,0.26454064341286493,0.0802171528339386,0.2974191800999586,0.0812680721282959,0.24685730344154527,0.929310865569533,0.9874593615531921,0.9962766369183859,0.6039342257452581,1.0,0.7894736842105263,0.45614035087719296,1.0,0.0,0.0
partition_by_threshold__v1__nl_exp7_anchor,partition_by_threshold__v1,partition_by_threshold,partition,1,nl_exp7_anchor,"Given a list of numbers and a threshold, return two lists: values below the threshold and values at least the threshold, preserving order.",Create two empty result lists. Examine each number and append it to the below-threshold list or the other list according to the comparison. Return both lists.,False,38,32,31,True,1.013739819007535,1.0153858661651611,1.1167390685408347,1.0548994541168213,,0.6818734599697974,0.682783305644989,0.9878045397420083,1.8460177572504166,1.0,0.1935483870967742,0.0,,,
reverse_list__v1__nl_exp7_anchor,reverse_list__v1,reverse_list,reverse_sequence,1,nl_exp7_anchor,"Given a list, create a new list containing the same values in reverse order.",Create an empty result list. Examine the input from the last position to the first and append each value to the result. Return the result.,False,26,29,28,True,0.9381630692098822,0.8312152624130249,1.016538872250489,0.8678795397281647,,0.6774794257112912,0.6755570471286774,0.9906017120395388,1.4316526856273413,1.0,0.25,0.0,,,
count_equal_neighbors__v3__procedural_prose,count_equal_neighbors__v3,count_equal_neighbors,adjacent_analysis,3,procedural_prose,"Given a list, count how many adjacent pairs contain equal values.","Define a procedure named count_equal_neighbors that receives x.
Set element to 0.
For each entry in range(1, len(x)), do the following.
    If x[entry] equals x[(entry - 1)], do the following.
        Increase element by 1.
Return element.",False,23,74,73,True,0.8368083680278227,0.8161653876304626,0.99703269825183,0.8482338786125183,0.9778051368765601,0.7416771252269614,0.7723257541656494,0.9776207306613661,1.5497470310022448,1.0,0.410958904109589,0.1917808219178082,1.0,0.0,0.0
group_by_first_character__v1__controlled_nl,group_by_first_character__v1,group_by_first_character,grouping,1,controlled_nl,"Given a list of non-empty strings, build a dictionary grouping strings by their first character while preserving input order inside each group.","PROCEDURE group_by_first_character INPUT words:
SET groups TO {}.
FOR EACH word IN words:
    SET key TO word[0].
    IF key NOT IN groups:
        SET groups[key] TO [].
    EXECUTE groups[key].append(word).
RETURN groups",False,38,71,70,True,0.8089125220131661,0.6576488316059113,1.0095663262664207,0.7339214980602264,0.9228510506530588,0.7394983964306968,0.8287396430969238,0.9740448951721191,1.1988139336654318,1.0,0.4,0.17142857142857143,1.0,0.0,0.0
